t_sec,FHR,UC
0.0,104.75,29.5
0.25,104.75,29.5
0.5,104.75,29.0
0.75,104.75,29.0
1.0,104.75,29.0
1.25,104.75,28.5
1.5,104.75,28.0
1.75,0.0,28.0
2.0,0.0,28.0
2.25,0.0,28.0
2.5,0.0,27.5
2.75,0.0,27.0
3.0,121.5,28.5
3.25,121.5,29.5
3.5,122.5,30.5
3.75,122.5,30.5
4.0,123.0,29.5
4.25,123.0,29.0
4.5,123.0,29.0
4.75,123.0,29.5
5.0,121.75,29.5
5.25,121.75,29.5
5.5,119.75,29.0
5.75,120.0,28.5
6.0,120.0,28.5
6.25,120.0,28.0
6.5,120.0,27.5
6.75,120.0,27.0
7.0,120.0,27.0
7.25,0.0,26.5
7.5,0.0,26.5
7.75,0.0,26.0
8.0,0.0,26.0
8.25,0.0,25.5
8.5,0.0,26.0
8.75,0.0,25.5
9.0,114.0,25.5
9.25,114.0,25.5
9.5,115.0,25.0
9.75,118.0,25.5
10.0,118.0,25.0
10.25,119.25,25.0
10.5,119.25,24.5
10.75,120.0,25.0
11.0,120.0,25.5
11.25,121.5,25.0
11.5,121.5,25.0
11.75,122.5,25.0
12.0,122.5,25.0
12.25,123.0,24.5
12.5,123.0,24.0
12.75,124.0,24.0
13.0,124.0,24.0
13.25,123.0,24.0
13.5,123.0,25.0
13.75,124.75,25.5
14.0,124.75,26.0
14.25,124.75,27.0
14.5,124.75,27.5
14.75,126.75,27.5
15.0,129.5,27.0
15.25,129.5,26.5
15.5,130.25,27.0
15.75,130.25,27.0
16.0,130.75,27.0
16.25,130.75,27.5
16.5,130.25,27.5
16.75,130.25,27.0
17.0,128.5,26.5
17.25,128.5,25.5
17.5,126.25,26.0
17.75,126.25,27.0
18.0,124.5,27.5
18.25,124.5,28.0
18.5,123.25,28.0
18.75,123.25,28.0
19.0,120.75,27.5
19.25,120.75,27.5
19.5,118.5,27.5
19.75,118.5,27.5
20.0,119.25,26.5
20.25,119.25,26.0
20.5,121.0,26.5
20.75,121.0,26.0
21.0,124.0,25.5
21.25,128.0,25.0
21.5,128.0,24.5
21.75,130.75,24.0
22.0,130.75,24.5
22.25,129.0,25.5
22.5,129.0,26.0
22.75,128.25,26.5
23.0,128.25,27.0
23.25,129.5,26.5
23.5,129.5,26.0
23.75,130.75,26.0
24.0,130.75,26.0
24.25,130.75,26.0
24.5,130.75,26.0
24.75,130.75,25.5
25.0,130.75,25.0
25.25,130.75,24.5
25.5,130.75,24.0
25.75,130.75,23.5
26.0,131.0,23.0
26.25,131.0,23.0
26.5,135.75,23.0
26.75,135.75,21.5
27.0,133.0,21.5
27.25,133.0,21.0
27.5,122.75,21.0
27.75,122.75,20.0
28.0,121.0,20.0
28.25,121.0,20.5
28.5,124.5,22.0
28.75,124.5,22.0
29.0,123.5,21.0
29.25,123.5,20.0
29.5,127.25,20.0
29.75,129.25,21.0
30.0,129.25,21.5
30.25,128.25,21.5
30.5,128.25,21.5
30.75,128.25,21.5
31.0,126.25,22.0
31.25,126.25,22.5
31.5,126.75,23.0
31.75,126.25,22.0
32.0,126.25,21.0
32.25,123.5,21.0
32.5,123.5,20.5
32.75,120.25,20.5
33.0,120.25,23.0
33.25,120.25,23.5
33.5,119.25,24.0
33.75,119.25,24.0
34.0,120.0,24.5
34.25,120.0,25.0
34.5,123.25,24.5
34.75,123.25,24.5
35.0,123.25,24.5
35.25,128.5,24.5
35.5,128.5,24.5
35.75,135.0,24.0
36.0,135.0,23.5
36.25,135.0,23.0
36.5,135.75,22.0
36.75,135.75,21.5
37.0,136.75,21.0
37.25,136.75,21.0
37.5,137.5,21.5
37.75,137.5,22.0
38.0,138.5,22.5
38.25,138.5,23.0
38.5,136.0,24.0
38.75,136.0,24.5
39.0,131.0,24.0
39.25,134.75,24.0
39.5,134.75,24.0
39.75,130.25,24.0
40.0,130.25,24.0
40.25,129.0,24.0
40.5,129.0,23.5
40.75,129.25,24.0
41.0,129.25,25.0
41.25,129.0,25.0
41.5,129.0,25.5
41.75,129.0,25.5
42.0,129.0,25.0
42.25,128.5,24.5
42.5,128.5,24.5
42.75,128.5,24.5
43.0,128.5,24.0
43.25,128.75,24.5
43.5,128.75,24.5
43.75,127.75,24.5
44.0,127.75,24.0
44.25,129.0,23.5
44.5,129.0,23.5
44.75,129.0,22.5
45.0,129.0,22.0
45.25,130.0,21.5
45.5,130.0,22.0
45.75,130.25,22.5
46.0,130.75,22.5
46.25,130.75,23.0
46.5,132.0,23.5
46.75,132.0,24.0
47.0,130.25,24.0
47.25,130.25,23.5
47.5,126.75,23.0
47.75,126.75,23.0
48.0,124.25,23.0
48.25,124.25,23.0
48.5,125.25,22.5
48.75,125.25,23.0
49.0,125.0,23.0
49.25,125.0,22.5
49.5,125.25,22.0
49.75,125.25,21.5
50.0,125.25,21.5
50.25,125.25,21.5
50.5,126.75,21.0
50.75,127.25,20.5
51.0,127.25,20.0
51.25,128.5,20.5
51.5,128.5,20.5
51.75,135.75,20.0
52.0,135.75,19.5
52.25,137.5,19.5
52.5,137.5,19.0
52.75,137.75,19.5
