t_sec,FHR,UC
0.0,154.25,60.0
0.25,154.5,59.5
0.5,154.5,58.0
0.75,155.0,56.5
1.0,156.0,58.0
1.25,156.0,60.0
1.5,157.25,61.0
1.75,157.25,59.5
2.0,158.25,56.5
2.25,157.75,54.0
2.5,157.75,53.5
2.75,157.25,53.5
3.0,157.5,53.0
3.25,157.5,52.0
3.5,158.0,51.0
3.75,158.5,52.5
4.0,158.5,53.5
4.25,159.75,54.5
4.5,159.75,55.5
4.75,160.25,54.0
5.0,160.25,52.5
5.25,160.25,51.0
5.5,162.25,50.0
5.75,161.75,49.0
6.0,161.75,48.0
6.25,161.5,46.5
6.5,161.5,44.5
6.75,163.0,44.5
7.0,163.25,45.0
7.25,163.25,45.0
7.5,163.25,44.0
7.75,162.5,41.0
8.0,162.5,39.0
8.25,162.5,38.0
8.5,161.0,38.0
8.75,161.0,37.5
9.0,161.25,37.0
9.25,161.25,36.0
9.5,161.25,36.0
9.75,161.25,37.0
10.0,160.75,38.5
10.25,160.75,39.0
10.5,161.0,36.0
10.75,160.25,33.5
11.0,160.25,32.5
11.25,160.25,32.5
11.5,160.25,32.5
11.75,160.25,32.5
12.0,160.25,33.0
12.25,160.5,34.0
12.5,160.5,34.0
12.75,160.75,33.0
13.0,161.0,31.0
13.25,161.0,30.0
13.5,161.0,30.0
13.75,161.0,29.5
14.0,162.0,29.0
14.25,162.0,29.0
14.5,162.25,28.0
14.75,161.75,28.5
15.0,161.75,29.5
15.25,161.5,30.0
15.5,161.25,31.0
15.75,161.25,30.5
16.0,161.5,31.0
16.25,161.5,31.5
16.5,161.0,32.5
16.75,161.0,32.5
17.0,161.0,32.5
17.25,161.0,33.0
17.5,161.0,33.5
17.75,160.5,31.5
18.0,160.5,30.0
18.25,160.75,29.0
18.5,160.75,27.5
18.75,161.5,27.0
19.0,161.5,27.0
19.25,161.5,28.0
19.5,161.5,28.5
19.75,161.0,27.0
20.0,161.0,25.0
20.25,161.0,23.5
20.5,161.25,23.5
20.75,161.25,23.5
21.0,161.0,23.5
21.25,161.0,24.5
21.5,160.5,25.5
21.75,160.5,26.0
22.0,160.25,24.5
22.25,160.75,22.5
22.5,160.75,22.0
22.75,162.25,22.0
23.0,162.25,22.0
23.25,159.25,21.5
23.5,159.25,22.0
23.75,159.25,23.0
24.0,160.25,24.5
24.25,160.0,24.5
24.5,160.0,23.0
24.75,161.5,23.0
25.0,161.5,24.5
25.25,162.25,27.0
25.5,162.25,28.0
25.75,162.25,27.0
26.0,161.25,24.5
26.25,161.25,23.0
26.5,162.0,22.5
26.75,162.5,23.0
27.0,162.5,25.0
27.25,162.5,24.5
27.5,162.75,22.5
27.75,162.75,21.5
28.0,162.5,20.5
28.25,162.5,20.0
28.5,162.5,20.0
28.75,161.0,20.0
29.0,161.0,19.5
29.25,161.0,19.5
29.5,161.0,19.0
29.75,161.0,19.0
30.0,162.25,22.0
30.25,162.25,21.0
30.5,162.25,20.0
30.75,162.0,20.0
31.0,162.0,19.5
31.25,162.0,19.5
31.5,162.25,19.5
31.75,162.25,19.5
32.0,162.0,19.5
32.25,162.25,19.5
32.5,162.25,19.0
32.75,162.0,18.5
33.0,161.75,18.5
33.25,161.75,18.5
33.5,161.75,18.5
33.75,160.5,19.0
34.0,160.5,19.0
34.25,160.0,19.0
34.5,160.0,19.5
34.75,159.25,19.5
35.0,159.25,19.5
35.25,160.0,20.0
35.5,160.0,20.5
35.75,160.5,20.5
36.0,160.25,20.5
36.25,160.25,20.5
36.5,159.75,22.0
36.75,159.5,23.5
37.0,159.5,23.0
37.25,161.0,23.0
37.5,161.0,22.5
37.75,161.25,22.5
38.0,161.25,22.5
38.25,160.25,23.0
38.5,160.25,23.5
38.75,160.5,24.5
39.0,161.5,24.5
39.25,161.5,24.5
39.5,161.5,24.5
39.75,161.5,23.5
40.0,161.5,23.0
40.25,161.0,23.5
40.5,161.0,23.5
40.75,162.0,23.5
41.0,162.0,24.0
41.25,161.25,24.0
41.5,161.0,23.5
41.75,161.0,23.0
42.0,160.5,24.0
42.25,160.25,26.0
42.5,160.25,28.5
42.75,160.5,29.5
43.0,159.75,28.0
43.25,159.75,27.5
43.5,159.0,28.5
43.75,158.75,29.0
44.0,158.75,29.5
44.25,158.25,30.0
44.5,158.25,30.0
44.75,158.25,29.5
45.0,157.5,29.0
45.25,158.0,29.0
45.5,158.0,28.0
45.75,158.25,28.0
46.0,158.75,28.0
46.25,158.75,27.5
46.5,159.0,27.5
46.75,159.0,27.5
47.0,159.0,27.5
47.25,159.0,28.5
47.5,159.5,30.0
47.75,159.5,30.0
48.0,159.5,30.5
48.25,159.5,32.5
48.5,159.5,33.5
48.75,160.25,33.5
49.0,160.25,33.5
49.25,160.75,34.0
49.5,159.0,34.0
49.75,159.0,34.0
50.0,158.75,34.0
50.25,158.5,34.5
50.5,158.5,34.0
50.75,158.75,33.5
51.0,158.75,33.5
51.25,158.75,35.0
51.5,158.75,36.5
51.75,158.25,36.5
52.0,158.25,35.0
52.25,158.5,33.5
52.5,158.75,33.0
52.75,158.75,33.5
53.0,159.0,35.0
53.25,158.5,37.0
53.5,158.5,37.0
53.75,157.5,35.5
54.0,157.5,34.0
54.25,157.5,34.5
54.5,157.5,38.0
54.75,158.75,39.0
55.0,159.25,37.0
55.25,159.25,36.0
55.5,159.25,38.5
55.75,159.5,40.0
56.0,159.5,40.5
56.25,159.75,40.0
56.5,159.75,40.5
56.75,159.75,40.5
57.0,159.5,41.0
57.25,159.0,41.5
57.5,159.0,41.5
57.75,158.5,42.0
58.0,158.25,42.0
