t_sec,FHR,UC
0.0,156.25,66.0
0.25,156.25,66.0
0.5,156.25,58.0
0.75,157.0,58.0
1.0,157.0,56.0
1.25,157.0,56.0
1.5,158.75,61.0
1.75,158.75,61.0
2.0,158.0,70.0
2.25,156.25,70.0
2.5,156.25,78.0
2.75,158.0,78.0
3.0,156.25,83.0
3.25,156.25,83.0
3.5,157.0,84.0
3.75,156.25,84.0
4.0,156.25,82.0
4.25,155.5,82.0
4.5,155.5,75.0
4.75,149.25,75.0
5.0,149.25,65.0
5.25,149.25,65.0
5.5,150.0,56.0
5.75,150.0,56.0
6.0,150.0,53.0
6.25,150.0,53.0
6.5,150.0,57.0
6.75,150.75,57.0
7.0,150.0,68.0
7.25,150.0,68.0
7.5,150.0,78.0
7.75,148.5,78.0
8.0,148.5,84.0
8.25,144.25,84.0
8.5,144.25,87.0
8.75,142.75,87.0
9.0,142.75,86.0
9.25,140.25,86.0
9.5,132.75,82.0
9.75,132.75,82.0
10.0,132.25,74.0
10.25,132.25,74.0
10.5,132.75,63.0
10.75,132.75,63.0
11.0,125.5,55.0
11.25,125.5,55.0
11.5,123.0,51.0
11.75,123.0,51.0
12.0,124.0,53.0
12.25,124.0,53.0
12.5,127.75,61.0
12.75,131.0,61.0
13.0,131.0,72.0
13.25,134.0,72.0
13.5,134.0,80.0
13.75,137.0,80.0
14.0,137.0,85.0
14.25,142.25,85.0
14.5,144.25,85.0
14.75,144.25,85.0
15.0,147.75,83.0
15.25,147.75,83.0
15.5,147.75,75.0
15.75,141.5,75.0
16.0,141.5,63.0
16.25,148.5,63.0
16.5,148.5,53.0
16.75,151.5,53.0
17.0,151.5,48.0
17.25,151.5,48.0
17.5,154.75,49.0
17.75,155.5,49.0
18.0,155.5,59.0
18.25,157.0,59.0
18.5,158.0,70.0
18.75,158.0,70.0
19.0,158.75,76.0
19.25,160.5,76.0
19.5,160.5,76.0
19.75,161.25,76.0
20.0,162.25,70.0
20.25,162.25,70.0
20.5,163.0,60.0
20.75,161.25,60.0
21.0,161.25,48.0
21.25,162.25,48.0
21.5,160.5,41.0
21.75,160.5,41.0
22.0,163.0,38.0
22.25,162.25,38.0
22.5,162.25,39.0
22.75,163.0,39.0
23.0,163.0,47.0
23.25,163.0,47.0
23.5,162.25,60.0
23.75,163.0,60.0
24.0,163.0,70.0
24.25,163.0,70.0
24.5,163.0,75.0
24.75,162.25,75.0
25.0,162.25,74.0
25.25,161.25,74.0
25.5,161.25,67.0
25.75,161.25,67.0
26.0,160.5,55.0
26.25,158.75,55.0
26.5,158.75,43.0
26.75,158.75,43.0
27.0,158.75,35.0
27.25,158.75,35.0
27.5,159.5,32.0
27.75,158.75,32.0
28.0,158.75,33.0
28.25,158.75,33.0
28.5,158.0,35.0
28.75,158.0,35.0
29.0,158.75,32.0
29.25,158.75,32.0
29.5,157.0,29.0
29.75,158.0,29.0
30.0,158.0,27.0
30.25,158.0,27.0
30.5,158.75,28.0
30.75,158.75,28.0
31.0,158.75,29.0
31.25,158.0,29.0
31.5,158.0,29.0
31.75,156.25,29.0
32.0,157.0,26.0
32.25,157.0,26.0
32.5,153.0,27.0
32.75,153.0,27.0
33.0,153.0,32.0
33.25,153.75,32.0
33.5,156.25,39.0
33.75,156.25,39.0
34.0,154.75,41.0
34.25,154.75,41.0
34.5,154.75,37.0
34.75,154.75,37.0
35.0,154.75,29.0
35.25,154.75,29.0
35.5,152.25,24.0
35.75,152.25,24.0
36.0,153.75,25.0
36.25,151.5,25.0
36.5,151.5,30.0
36.75,150.75,30.0
37.0,150.75,37.0
37.25,145.0,37.0
37.5,142.75,41.0
37.75,142.75,41.0
38.0,140.75,38.0
38.25,140.75,38.0
38.5,141.5,32.0
38.75,139.5,32.0
39.0,139.5,25.0
39.25,139.5,25.0
39.5,139.5,22.0
39.75,141.5,22.0
40.0,142.25,21.0
40.25,142.25,21.0
40.5,143.5,25.0
40.75,143.5,25.0
41.0,142.75,28.0
41.25,143.5,28.0
41.5,143.5,27.0
41.75,143.5,27.0
42.0,143.5,22.0
42.25,145.0,22.0
42.5,144.25,18.0
42.75,144.25,18.0
43.0,145.0,16.0
43.25,145.0,16.0
43.5,147.0,14.0
43.75,145.0,14.0
44.0,145.0,14.0
44.25,147.0,14.0
44.5,147.0,16.0
44.75,147.0,16.0
45.0,146.25,16.0
45.25,146.25,16.0
45.5,146.25,14.0
45.75,146.25,14.0
46.0,145.0,12.0
46.25,145.0,12.0
46.5,145.0,11.0
46.75,145.0,11.0
47.0,145.0,11.0
47.25,145.75,11.0
47.5,145.75,11.0
47.75,145.75,11.0
48.0,146.25,11.0
48.25,146.25,11.0
48.5,144.25,9.0
48.75,146.25,9.0
49.0,146.25,9.0
49.25,142.25,9.0
49.5,142.25,8.0
49.75,138.25,8.0
50.0,134.0,9.0
50.25,134.0,9.0
50.5,139.0,10.0
50.75,139.0,10.0
51.0,140.25,10.0
51.25,140.25,10.0
51.5,140.75,8.0
51.75,142.75,8.0
52.0,142.75,8.0
52.25,143.5,8.0
52.5,143.5,8.0
52.75,142.75,8.0
53.0,144.25,11.0
53.25,144.25,11.0
53.5,142.75,14.0
53.75,142.75,14.0
54.0,144.25,16.0
54.25,141.5,16.0
54.5,141.5,13.0
54.75,145.75,13.0
55.0,145.75,10.0
55.25,143.5,10.0
55.5,145.0,8.0
55.75,145.0,8.0
56.0,145.75,8.0
56.25,145.75,8.0
56.5,145.75,10.0
56.75,146.25,10.0
57.0,146.25,14.0
57.25,147.0,14.0
57.5,147.0,16.0
57.75,147.0,16.0
58.0,147.0,14.0
58.25,147.0,14.0
58.5,145.0,10.0
58.75,145.75,10.0
59.0,145.75,8.0
59.25,142.75,8.0
59.5,142.75,7.0
59.75,145.0,7.0
60.0,143.5,10.0
60.25,143.5,10.0
60.5,145.0,14.0
60.75,145.0,14.0
61.0,143.5,19.0
61.25,145.0,19.0
61.5,145.0,22.0
61.75,142.75,22.0
62.0,142.75,24.0
62.25,141.5,24.0
62.5,141.5,22.0
62.75,137.5,22.0
63.0,141.5,17.0
63.25,141.5,17.0
63.5,142.75,12.0
63.75,142.75,12.0
64.0,142.75,9.0
64.25,142.75,9.0
64.5,142.75,8.0
64.75,140.75,8.0
65.0,140.75,9.0
65.25,142.75,9.0
65.5,136.25,13.0
65.75,136.25,13.0
66.0,142.25,17.0
66.25,142.25,17.0
66.5,143.5,21.0
66.75,142.75,21.0
67.0,142.75,22.0
67.25,142.25,22.0
67.5,142.25,19.0
67.75,137.0,19.0
68.0,137.0,15.0
68.25,140.75,15.0
68.5,139.5,11.0
68.75,139.5,11.0
69.0,137.0,9.0
69.25,137.0,9.0
69.5,137.0,8.0
69.75,137.0,8.0
70.0,137.0,8.0
70.25,140.75,8.0
70.5,140.75,9.0
70.75,141.5,9.0
71.0,141.5,11.0
71.25,142.75,11.0
71.5,143.5,11.0
71.75,143.5,11.0
72.0,145.0,9.0
72.25,145.0,9.0
72.5,143.5,8.0
72.75,142.75,8.0
73.0,142.75,8.0
73.25,142.25,8.0
73.5,142.25,8.0
73.75,142.75,8.0
74.0,140.25,8.0
74.25,140.25,8.0
74.5,141.5,10.0
74.75,141.5,10.0
75.0,143.5,11.0
75.25,140.75,11.0
75.5,140.75,10.0
75.75,142.25,10.0
76.0,142.25,9.0
76.25,139.0,9.0
76.5,139.0,8.0
76.75,141.5,8.0
77.0,142.25,8.0
77.25,142.25,8.0
77.5,142.75,9.0
77.75,142.75,9.0
78.0,142.75,10.0
78.25,144.25,10.0
78.5,144.25,11.0
78.75,142.75,11.0
79.0,142.75,11.0
79.25,142.75,11.0
79.5,142.25,10.0
79.75,142.25,10.0
80.0,143.5,10.0
80.25,143.5,10.0
80.5,141.5,10.0
80.75,142.25,10.0
81.0,142.25,10.0
81.25,142.75,10.0
81.5,142.75,12.0
81.75,142.75,12.0
82.0,142.75,13.0
82.25,142.75,13.0
82.5,143.5,13.0
82.75,143.5,13.0
83.0,142.75,12.0
83.25,142.25,12.0
83.5,142.25,13.0
83.75,142.25,13.0
84.0,142.25,15.0
84.25,142.25,15.0
84.5,142.25,18.0
84.75,142.75,18.0
85.0,140.25,20.0
85.25,140.25,20.0
85.5,139.5,19.0
85.75,139.5,19.0
86.0,141.5,16.0
86.25,142.25,16.0
86.5,142.25,15.0
86.75,142.75,15.0
87.0,142.75,15.0
87.25,145.0,15.0
87.5,145.75,18.0
87.75,145.75,18.0
88.0,146.25,21.0
88.25,146.25,21.0
88.5,145.75,24.0
88.75,147.0,24.0
89.0,147.0,25.0
89.25,147.0,25.0
89.5,147.0,23.0
89.75,147.0,23.0
90.0,147.75,18.0
90.25,147.75,18.0
90.5,145.75,16.0
90.75,142.25,16.0
91.0,142.25,16.0
91.25,142.75,16.0
91.5,142.75,19.0
91.75,140.75,19.0
92.0,140.75,23.0
92.25,139.0,23.0
92.5,139.0,26.0
92.75,139.0,26.0
93.0,140.25,26.0
93.25,140.25,26.0
93.5,140.25,22.0
93.75,141.5,22.0
94.0,141.5,18.0
94.25,141.5,18.0
94.5,141.5,16.0
94.75,140.25,16.0
95.0,140.25,16.0
95.25,139.0,16.0
95.5,139.0,19.0
95.75,139.0,19.0
96.0,143.5,23.0
96.25,143.5,23.0
96.5,142.75,26.0
96.75,144.25,26.0
97.0,144.25,25.0
97.25,144.25,25.0
97.5,144.25,21.0
97.75,145.75,21.0
98.0,144.25,17.0
98.25,144.25,17.0
98.5,145.0,16.0
98.75,145.0,16.0
99.0,145.0,17.0
99.25,145.75,17.0
99.5,145.75,20.0
99.75,146.25,20.0
100.0,146.25,24.0
100.25,145.75,24.0
100.5,145.75,27.0
100.75,145.75,27.0
101.0,145.75,25.0
101.25,146.25,25.0
101.5,146.25,22.0
101.75,146.25,22.0
102.0,146.25,19.0
102.25,147.0,19.0
102.5,146.25,18.0
102.75,146.25,18.0
103.0,145.0,18.0
103.25,145.0,18.0
103.5,145.75,20.0
103.75,147.0,20.0
104.0,147.0,24.0
104.25,147.0,24.0
104.5,147.0,27.0
104.75,148.5,27.0
105.0,147.0,28.0
105.25,147.0,28.0
105.5,147.0,25.0
105.75,147.0,25.0
106.0,142.25,22.0
106.25,143.5,22.0
106.5,143.5,21.0
106.75,142.75,21.0
107.0,142.75,21.0
107.25,144.25,21.0
107.5,142.75,23.0
107.75,142.75,23.0
108.0,143.5,27.0
108.25,143.5,27.0
108.5,142.75,31.0
108.75,143.5,31.0
109.0,143.5,33.0
109.25,144.25,33.0
109.5,144.25,32.0
109.75,145.0,32.0
110.0,145.75,27.0
110.25,145.75,27.0
110.5,145.0,23.0
110.75,145.0,23.0
111.0,145.75,22.0
111.25,145.0,22.0
111.5,145.0,23.0
111.75,145.75,23.0
112.0,145.0,25.0
112.25,145.0,25.0
112.5,146.25,29.0
112.75,146.25,29.0
113.0,145.75,32.0
113.25,145.0,32.0
113.5,145.0,31.0
113.75,145.0,31.0
114.0,145.0,27.0
114.25,145.0,27.0
114.5,144.25,22.0
114.75,144.25,22.0
115.0,144.25,19.0
115.25,144.25,19.0
115.5,140.75,18.0
115.75,145.0,18.0
116.0,145.0,19.0
116.25,144.25,19.0
116.5,144.25,22.0
116.75,144.25,22.0
117.0,145.0,25.0
117.25,145.0,25.0
117.5,144.25,25.0
117.75,144.25,25.0
118.0,146.25,23.0
118.25,145.0,23.0
118.5,145.0,19.0
118.75,145.0,19.0
119.0,145.0,17.0
119.25,144.25,17.0
119.5,144.25,16.0
119.75,144.25,16.0
120.0,145.0,17.0
120.25,145.0,17.0
120.5,145.75,19.0
120.75,145.75,19.0
121.0,145.75,21.0
121.25,146.25,21.0
121.5,146.25,22.0
121.75,145.75,22.0
122.0,145.75,20.0
122.25,145.75,20.0
122.5,147.0,17.0
122.75,147.0,17.0
123.0,147.0,15.0
123.25,147.0,15.0
123.5,147.0,14.0
123.75,147.0,14.0
124.0,146.25,14.0
124.25,146.25,14.0
124.5,146.25,14.0
124.75,146.25,14.0
125.0,147.75,15.0
125.25,147.0,15.0
125.5,147.0,16.0
125.75,146.25,16.0
126.0,146.25,16.0
126.25,147.75,16.0
126.5,147.75,15.0
126.75,147.75,15.0
127.0,148.5,14.0
127.25,149.25,14.0
127.5,149.25,14.0
127.75,149.25,14.0
128.0,149.25,15.0
128.25,149.25,15.0
128.5,150.0,16.0
128.75,150.0,16.0
129.0,150.75,16.0
129.25,150.75,16.0
129.5,150.75,15.0
129.75,150.75,15.0
130.0,150.75,15.0
130.25,150.0,15.0
130.5,150.75,17.0
130.75,150.75,17.0
131.0,150.0,19.0
131.25,150.0,19.0
131.5,150.0,20.0
131.75,149.25,20.0
132.0,149.25,18.0
132.25,150.0,18.0
132.5,149.25,16.0
132.75,149.25,16.0
133.0,150.0,16.0
133.25,149.25,16.0
133.5,149.25,17.0
133.75,149.25,17.0
134.0,149.25,19.0
134.25,148.5,19.0
134.5,147.0,21.0
134.75,147.0,21.0
135.0,148.5,21.0
135.25,148.5,21.0
135.5,148.5,19.0
135.75,148.5,19.0
136.0,148.5,16.0
136.25,147.0,16.0
136.5,148.5,15.0
136.75,148.5,15.0
137.0,148.5,15.0
137.25,148.5,15.0
137.5,149.25,16.0
137.75,148.5,16.0
138.0,148.5,17.0
138.25,147.0,17.0
138.5,149.25,17.0
138.75,149.25,17.0
139.0,147.75,15.0
139.25,147.75,15.0
139.5,147.75,14.0
139.75,147.75,14.0
140.0,147.75,13.0
140.25,147.75,13.0
140.5,147.75,13.0
140.75,148.5,13.0
141.0,148.5,13.0
141.25,148.5,13.0
141.5,148.5,14.0
141.75,147.75,14.0
142.0,147.75,15.0
142.25,148.5,15.0
142.5,148.5,15.0
142.75,146.25,15.0
143.0,147.0,14.0
143.25,147.0,14.0
143.5,147.0,13.0
143.75,147.0,13.0
144.0,147.0,13.0
144.25,147.0,13.0
144.5,147.0,12.0
144.75,145.75,12.0
145.0,146.25,13.0
145.25,146.25,13.0
145.5,147.0,13.0
145.75,147.0,13.0
146.0,146.25,13.0
146.25,147.0,13.0
146.5,147.0,12.0
146.75,146.25,12.0
147.0,146.25,11.0
147.25,146.25,11.0
147.5,146.25,10.0
147.75,146.25,10.0
148.0,147.0,10.0
148.25,147.0,10.0
148.5,146.25,10.0
148.75,147.75,10.0
149.0,147.75,10.0
149.25,147.75,10.0
149.5,149.25,12.0
149.75,149.25,12.0
150.0,148.5,12.0
150.25,148.5,12.0
150.5,149.25,10.0
150.75,149.25,10.0
151.0,149.25,9.0
151.25,150.75,9.0
151.5,150.0,8.0
151.75,150.0,8.0
152.0,150.0,9.0
152.25,150.0,9.0
152.5,149.25,10.0
152.75,148.5,10.0
153.0,148.5,13.0
153.25,147.75,13.0
153.5,147.75,15.0
153.75,147.75,15.0
154.0,147.75,15.0
154.25,147.75,15.0
154.5,147.0,13.0
154.75,147.0,13.0
155.0,147.0,10.0
155.25,147.75,10.0
155.5,147.75,8.0
155.75,146.25,8.0
156.0,145.0,10.0
156.25,145.0,10.0
156.5,146.25,12.0
156.75,146.25,12.0
157.0,147.75,16.0
157.25,147.0,16.0
157.5,147.0,18.0
157.75,147.0,18.0
158.0,147.75,17.0
158.25,147.75,17.0
158.5,146.25,14.0
158.75,146.25,14.0
159.0,147.75,11.0
159.25,147.0,11.0
159.5,147.0,9.0
159.75,147.0,9.0
160.0,147.0,9.0
160.25,147.75,9.0
160.5,147.0,9.0
160.75,147.0,9.0
161.0,147.75,11.0
161.25,147.75,11.0
161.5,148.5,15.0
161.75,147.75,15.0
162.0,147.75,18.0
162.25,147.75,18.0
162.5,148.5,20.0
162.75,148.5,20.0
163.0,147.75,20.0
163.25,147.75,20.0
163.5,149.25,16.0
163.75,149.25,16.0
164.0,149.25,13.0
164.25,148.5,13.0
164.5,148.5,11.0
164.75,148.5,11.0
165.0,148.5,11.0
