t_sec,FHR,UC
0.0,119.5,65.0
0.25,119.5,67.5
0.5,121.5,69.0
0.75,121.5,69.5
1.0,123.25,70.0
1.25,123.25,71.0
1.5,123.25,71.5
1.75,123.25,71.0
2.0,124.0,70.5
2.25,124.0,70.5
2.5,124.0,69.5
2.75,128.5,69.0
3.0,128.5,67.5
3.25,129.25,67.0
3.5,129.25,67.5
3.75,129.5,68.5
4.0,129.5,68.5
4.25,129.5,68.0
4.5,129.75,67.5
4.75,129.75,66.5
5.0,129.75,67.0
5.25,129.75,67.0
5.5,129.5,67.5
5.75,129.5,67.5
6.0,129.5,67.0
6.25,129.5,67.0
6.5,129.5,67.0
6.75,125.5,66.0
7.0,125.5,65.5
7.25,124.5,65.0
7.5,124.5,64.5
7.75,124.5,64.0
8.0,124.5,64.0
8.25,125.25,63.5
8.5,125.25,62.5
8.75,125.5,62.5
9.0,125.5,62.0
9.25,125.5,61.5
9.5,129.75,61.5
9.75,129.75,60.0
10.0,130.0,59.5
10.25,130.0,59.0
10.5,130.75,58.0
10.75,131.0,58.0
11.0,131.0,58.0
11.25,132.0,57.5
11.5,132.0,57.0
11.75,131.75,57.5
12.0,131.75,58.0
12.25,130.25,57.5
12.5,130.25,57.5
12.75,128.5,56.5
13.0,128.5,55.5
13.25,125.0,55.5
13.5,125.0,54.5
13.75,123.5,54.0
14.0,123.5,53.5
14.25,124.0,54.0
14.5,124.0,54.5
14.75,124.5,53.5
15.0,125.75,53.0
15.25,125.75,51.5
15.5,127.0,50.5
15.75,127.0,50.5
16.0,128.25,50.0
16.25,128.25,49.5
16.5,129.75,49.5
16.75,129.75,49.5
17.0,131.0,49.5
17.25,131.75,49.0
17.5,131.75,49.0
17.75,132.5,48.5
18.0,132.5,47.5
18.25,132.75,47.5
18.5,132.75,47.0
18.75,132.75,46.5
19.0,133.75,46.0
19.25,133.75,46.0
19.5,134.25,45.0
19.75,134.25,44.5
20.0,134.5,44.5
20.25,134.5,44.5
20.5,133.25,44.0
20.75,133.25,44.5
21.0,134.0,44.0
21.25,134.5,43.5
21.5,134.5,43.0
21.75,135.5,42.5
22.0,135.5,42.5
22.25,136.0,42.0
22.5,136.0,41.5
22.75,136.25,41.5
23.0,136.25,41.0
23.25,137.0,40.0
23.5,136.75,40.5
23.75,136.75,40.5
24.0,136.0,39.5
24.25,136.0,39.5
24.5,136.0,39.5
24.75,136.0,39.0
25.0,136.25,38.5
25.25,136.5,38.5
25.5,136.5,38.0
25.75,136.5,37.5
26.0,136.5,36.5
26.25,135.75,36.5
26.5,135.75,36.0
26.75,134.0,35.5
27.0,133.5,35.0
27.25,133.5,35.5
27.5,134.75,35.0
27.75,134.75,34.5
28.0,134.75,34.0
28.25,134.75,34.5
28.5,134.75,34.5
28.75,133.0,33.5
29.0,133.0,33.5
29.25,133.5,34.5
29.5,133.5,34.5
29.75,134.25,34.0
30.0,133.5,34.5
30.25,133.5,34.5
30.5,133.0,34.0
30.75,133.0,34.0
31.0,133.25,34.0
31.25,133.25,34.0
31.5,133.25,34.0
31.75,133.25,34.5
32.0,132.25,34.0
32.25,131.25,33.5
32.5,131.25,33.5
32.75,131.5,34.0
33.0,131.5,34.5
33.25,131.75,34.5
33.5,131.75,34.0
33.75,132.0,35.0
34.0,132.0,34.5
34.25,132.75,35.0
34.5,133.75,35.5
34.75,133.75,35.0
35.0,134.5,35.0
35.25,134.5,35.5
35.5,134.75,35.0
35.75,134.75,35.0
36.0,136.25,34.5
36.25,136.25,34.5
36.5,136.25,34.0
36.75,136.0,33.5
37.0,136.0,34.0
37.25,135.5,33.5
37.5,135.5,33.5
37.75,136.5,33.0
38.0,136.5,33.5
38.25,136.75,33.5
38.5,136.75,33.0
38.75,137.0,33.0
39.0,137.0,33.0
39.25,136.25,33.0
39.5,136.25,33.0
39.75,136.5,32.5
40.0,138.5,32.0
40.25,138.5,32.0
40.5,138.0,32.0
40.75,138.0,32.5
41.0,137.0,32.0
41.25,137.0,32.0
41.5,136.5,31.5
41.75,136.5,32.0
42.0,136.5,32.0
42.25,136.5,32.0
42.5,135.75,32.0
42.75,135.75,32.0
43.0,134.75,31.5
43.25,134.75,31.0
43.5,135.75,31.5
43.75,136.0,31.5
44.0,136.0,31.5
44.25,135.75,31.0
44.5,135.75,31.0
44.75,136.0,31.5
45.0,136.0,30.5
45.25,136.0,30.5
45.5,135.75,30.5
45.75,135.75,30.5
46.0,136.0,31.0
46.25,136.0,30.5
46.5,136.0,31.0
46.75,135.25,31.0
47.0,134.0,30.5
47.25,134.0,30.0
47.5,134.0,30.5
47.75,133.5,31.0
48.0,134.0,33.0
48.25,134.0,31.0
48.5,134.0,30.0
48.75,134.0,30.5
49.0,134.0,30.0
49.25,134.0,30.0
49.5,132.75,31.5
49.75,132.25,32.0
50.0,132.25,30.0
50.25,132.75,29.5
50.5,132.75,30.0
50.75,133.0,30.0
51.0,133.0,30.0
51.25,133.0,30.5
51.5,133.0,30.5
51.75,133.0,30.0
52.0,133.25,30.0
52.25,133.25,29.5
52.5,133.0,30.5
52.75,133.0,31.0
53.0,132.25,30.0
53.25,132.25,31.0
53.5,131.5,30.0
53.75,131.5,29.5
54.0,131.5,31.5
54.25,132.5,33.0
54.5,132.5,32.0
54.75,131.75,31.0
55.0,131.75,31.0
55.25,131.75,31.5
55.5,131.75,32.0
55.75,133.0,33.0
56.0,133.0,33.5
56.25,133.75,35.5
56.5,133.75,40.5
56.75,134.25,46.5
57.0,134.25,51.5
57.25,131.25,50.5
57.5,131.25,47.5
57.75,130.75,45.5
58.0,130.75,46.0
58.25,130.5,53.0
58.5,130.5,56.5
58.75,131.0,62.0
59.0,132.75,69.5
59.25,132.75,62.0
59.5,134.5,61.5
59.75,134.5,71.5
60.0,134.5,67.0
60.25,134.5,69.0
60.5,134.5,77.0
60.75,136.0,65.0
61.0,136.0,64.5
61.25,135.0,69.0
61.5,135.0,82.0
61.75,135.0,86.5
62.0,133.75,76.5
62.25,133.5,68.0
62.5,133.5,60.0
62.75,133.5,57.5
63.0,133.5,61.5
63.25,133.5,59.5
