t_sec,FHR,UC
0.0,155.0,3.5
0.25,155.75,3.5
0.5,157.5,3.0
0.75,157.5,2.5
1.0,155.75,2.5
1.25,155.75,2.0
1.5,155.75,2.0
1.75,158.0,2.0
2.0,158.0,2.0
2.25,155.5,2.0
2.5,156.25,2.0
2.75,156.25,2.0
3.0,157.5,2.5
3.25,158.0,3.0
3.5,158.0,3.0
3.75,158.5,2.5
4.0,158.75,2.5
4.25,158.75,2.0
4.5,159.25,2.0
4.75,159.0,2.0
5.0,159.0,2.0
5.25,159.25,2.0
5.5,159.0,2.0
5.75,159.0,1.5
6.0,158.0,2.0
6.25,157.5,2.0
6.5,157.5,2.0
6.75,156.5,2.5
7.0,156.5,2.0
7.25,156.5,2.0
7.5,155.75,2.0
7.75,156.25,1.5
8.0,156.25,1.5
8.25,155.0,1.5
8.5,154.5,1.5
8.75,154.5,1.5
9.0,153.25,2.0
9.25,153.25,2.0
9.5,153.5,2.5
9.75,153.0,2.5
10.0,153.0,2.5
10.25,153.25,2.5
10.5,153.5,2.5
10.75,153.5,2.5
11.0,153.5,2.5
11.25,153.25,2.5
11.5,153.25,2.5
11.75,154.5,2.5
12.0,154.75,3.0
12.25,154.75,3.5
12.5,154.75,4.0
12.75,154.75,4.0
13.0,155.25,4.5
13.25,154.0,4.0
13.5,154.0,3.5
13.75,154.0,3.5
14.0,154.25,3.5
14.25,154.25,3.0
14.5,155.25,3.0
14.75,155.25,2.5
15.0,155.25,2.5
15.25,155.0,2.0
15.5,155.0,2.5
15.75,155.0,2.5
16.0,155.0,2.5
16.25,156.75,2.5
16.5,156.75,2.0
16.75,157.25,2.0
17.0,157.0,1.5
17.25,157.0,1.5
17.5,156.75,1.5
17.75,156.75,1.5
18.0,155.75,1.5
18.25,154.5,1.5
18.5,154.5,2.0
18.75,154.5,2.0
19.0,154.75,2.5
19.25,154.75,2.5
19.5,153.75,2.5
19.75,155.25,2.0
20.0,155.25,2.0
20.25,156.75,2.0
20.5,156.75,1.5
20.75,156.0,2.0
21.0,155.75,2.0
21.25,155.75,2.0
21.5,155.0,2.5
21.75,155.25,2.5
22.0,155.25,2.5
22.25,155.25,2.5
22.5,155.25,2.0
22.75,155.25,2.0
23.0,156.0,1.5
23.25,156.0,2.0
23.5,156.0,1.5
23.75,156.0,1.5
24.0,156.25,1.5
24.25,156.25,1.0
24.5,156.5,1.5
24.75,156.25,1.5
25.0,156.25,2.0
25.25,157.0,2.0
25.5,157.5,1.5
25.75,157.5,1.5
26.0,158.25,1.0
26.25,159.0,1.5
26.5,159.0,1.0
26.75,158.75,1.5
27.0,158.75,1.0
27.25,158.5,1.0
27.5,158.5,1.5
27.75,158.5,1.5
28.0,158.25,2.0
28.25,158.25,2.5
28.5,158.25,2.0
28.75,158.25,1.5
29.0,159.5,1.5
29.25,159.5,1.5
29.5,159.5,1.5
29.75,158.75,1.5
30.0,158.25,1.5
30.25,158.25,1.0
30.5,157.5,1.5
30.75,157.5,1.5
31.0,159.0,2.0
31.25,158.5,2.0
31.5,159.0,2.5
31.75,159.0,2.0
32.0,159.25,2.0
32.25,159.25,1.5
32.5,160.0,1.5
32.75,160.0,2.0
33.0,159.25,1.5
33.25,159.25,1.5
33.5,159.0,1.5
33.75,159.0,2.0
34.0,158.25,2.0
34.25,157.75,2.0
34.5,157.75,2.5
34.75,157.5,2.0
35.0,157.75,2.0
35.25,157.75,1.5
35.5,157.25,1.5
35.75,156.5,1.5
36.0,156.5,1.5
36.25,156.0,1.5
36.5,156.75,1.5
36.75,156.75,2.0
37.0,157.0,2.5
37.25,156.25,3.0
37.5,156.25,3.5
37.75,157.75,4.0
38.0,156.75,5.0
38.25,156.75,6.5
38.5,158.25,8.5
38.75,157.5,8.0
39.0,157.5,7.0
39.25,158.25,8.0
39.5,159.25,7.5
39.75,159.25,7.5
40.0,159.0,7.0
40.25,159.25,7.5
40.5,159.25,7.0
40.75,159.25,7.0
41.0,158.5,6.5
41.25,158.5,6.0
41.5,158.5,5.5
41.75,158.25,5.5
42.0,158.25,5.0
42.25,158.75,5.0
42.5,158.5,5.0
42.75,158.5,5.0
43.0,159.0,5.0
43.25,159.0,5.0
43.5,159.0,5.0
43.75,159.5,5.5
44.0,160.0,6.0
44.25,160.0,6.0
44.5,160.0,6.5
44.75,160.0,6.5
45.0,160.25,7.0
45.25,159.5,7.5
45.5,159.5,7.5
45.75,159.5,7.5
46.0,159.5,7.5
46.25,160.25,8.0
46.5,160.25,8.0
46.75,160.0,8.0
47.0,160.0,8.5
47.25,160.0,8.5
47.5,160.25,9.0
47.75,160.0,9.0
48.0,160.0,9.5
48.25,159.25,10.0
48.5,159.5,10.0
48.75,159.5,10.5
49.0,158.75,11.0
49.25,158.75,11.0
49.5,159.0,11.0
49.75,160.25,11.0
50.0,159.0,11.0
50.25,159.0,11.5
50.5,160.0,11.5
50.75,160.0,11.5
51.0,159.25,12.0
51.25,159.0,12.5
51.5,159.0,13.0
51.75,159.5,13.0
52.0,159.5,13.5
52.25,159.0,13.0
52.5,159.25,13.5
52.75,159.25,13.5
53.0,159.5,13.5
53.25,159.0,14.0
53.5,159.0,13.5
53.75,158.75,14.0
54.0,158.5,14.0
54.25,158.5,14.0
54.5,158.5,14.5
54.75,158.5,14.5
55.0,158.5,15.0
55.25,157.75,15.5
55.5,157.25,16.0
55.75,157.25,16.5
56.0,156.75,16.5
56.25,156.75,16.5
56.5,156.75,17.0
56.75,156.25,16.5
57.0,156.25,18.0
57.25,156.25,18.0
57.5,156.25,18.5
57.75,156.25,18.5
58.0,156.5,19.0
58.25,156.5,19.0
58.5,156.5,18.5
58.75,157.5,19.0
59.0,157.75,18.5
59.25,157.75,19.0
59.5,158.0,19.0
59.75,158.5,19.0
60.0,158.5,19.5
60.25,158.75,19.5
60.5,158.75,20.0
60.75,158.75,20.5
61.0,158.25,21.0
61.25,157.75,21.0
61.5,157.75,20.5
61.75,158.25,21.0
62.0,158.25,21.0
62.25,158.25,21.5
62.5,158.5,21.5
62.75,158.5,21.5
63.0,158.5,22.5
63.25,158.25,22.5
63.5,158.0,23.0
63.75,158.0,23.0
64.0,158.0,23.5
64.25,158.0,23.5
64.5,158.0,24.0
64.75,158.75,23.5
65.0,158.5,23.5
65.25,158.5,23.0
65.5,158.0,23.5
65.75,158.75,23.5
66.0,158.75,23.5
66.25,159.0,23.5
66.5,159.25,24.0
66.75,159.25,24.0
67.0,160.0,24.0
67.25,161.25,25.0
67.5,161.25,25.0
67.75,160.25,25.5
68.0,159.25,25.0
68.25,159.25,25.0
68.5,161.0,24.5
68.75,159.25,25.0
69.0,159.25,24.5
69.25,159.0,24.5
69.5,159.25,24.5
69.75,159.25,24.0
70.0,159.0,23.5
70.25,159.0,24.5
70.5,159.0,25.0
70.75,159.0,25.5
71.0,158.5,25.5
71.25,158.5,26.0
71.5,159.25,25.5
71.75,159.25,25.5
72.0,159.25,25.0
72.25,159.25,25.0
72.5,159.0,25.0
72.75,159.0,25.0
73.0,159.25,24.5
73.25,159.5,24.0
73.5,159.5,24.0
73.75,160.0,24.0
74.0,159.5,25.0
74.25,159.5,25.0
74.5,159.5,25.0
74.75,159.5,25.5
75.0,159.5,25.0
75.25,160.25,25.5
75.5,159.5,25.0
75.75,159.5,25.0
76.0,159.25,24.5
76.25,159.25,24.0
76.5,159.25,24.0
76.75,159.0,24.5
77.0,158.75,25.5
77.25,158.75,25.5
77.5,158.5,26.0
77.75,158.75,25.5
78.0,158.75,25.0
78.25,158.75,24.5
78.5,159.0,24.0
78.75,159.0,24.5
79.0,158.5,24.0
79.25,159.0,24.0
79.5,159.0,24.0
79.75,158.25,25.0
80.0,157.5,25.5
80.25,157.5,26.0
80.5,157.25,26.5
80.75,157.25,26.5
81.0,157.25,26.5
81.25,157.25,26.0
81.5,157.25,26.5
81.75,157.5,26.5
82.0,157.5,27.0
82.25,157.0,26.5
82.5,157.5,27.5
82.75,157.5,27.5
83.0,157.5,28.0
83.25,157.5,28.5
83.5,158.25,29.5
83.75,158.75,30.0
84.0,158.75,30.0
84.25,158.75,30.5
84.5,160.0,30.0
84.75,160.0,30.0
85.0,160.5,29.5
85.25,161.5,30.0
85.5,161.5,29.5
85.75,161.5,29.5
86.0,162.25,29.0
86.25,162.75,28.5
86.5,162.75,28.5
86.75,163.5,28.5
87.0,163.25,29.5
87.25,163.25,29.5
87.5,163.5,29.5
87.75,164.0,29.0
88.0,164.0,28.5
88.25,164.0,28.0
88.5,164.0,27.5
88.75,164.0,27.5
89.0,164.5,27.5
89.25,164.0,27.0
89.5,165.0,26.5
89.75,165.0,28.0
90.0,163.25,28.0
90.25,162.5,28.5
