t_sec,FHR,UC
0.0,139.5,63.0
0.25,137.75,62.5
0.5,137.75,59.5
0.75,137.75,57.5
1.0,137.75,55.5
1.25,137.75,49.5
1.5,134.25,47.5
1.75,134.25,47.0
2.0,136.75,45.5
2.25,140.5,44.0
2.5,140.5,42.0
2.75,142.25,40.5
3.0,142.25,39.5
3.25,143.0,42.0
3.5,139.0,43.5
3.75,139.0,42.0
4.0,136.75,42.5
4.25,136.75,41.5
4.5,136.0,41.0
4.75,136.0,43.0
5.0,127.5,44.0
5.25,127.5,43.5
5.5,124.5,42.0
5.75,123.5,42.5
6.0,123.5,41.0
6.25,123.5,34.5
6.5,123.5,36.0
6.75,123.0,50.0
7.0,123.0,67.0
7.25,123.0,54.5
7.5,123.0,45.0
7.75,0.0,45.0
8.0,0.0,44.0
8.25,0.0,45.0
8.5,0.0,45.5
8.75,0.0,45.0
9.0,0.0,44.5
9.25,0.0,42.0
9.5,0.0,39.5
9.75,0.0,36.5
10.0,83.25,35.5
10.25,83.25,34.5
10.5,83.25,33.5
10.75,83.25,33.0
11.0,83.25,33.0
11.25,91.25,32.5
11.5,91.25,32.5
11.75,91.25,33.0
12.0,93.5,34.0
12.25,93.5,34.0
12.5,94.25,34.0
12.75,94.25,33.5
13.0,94.25,32.5
13.25,95.5,32.0
13.5,95.5,31.5
13.75,99.0,30.5
14.0,99.0,30.5
14.25,99.0,29.5
14.5,99.0,26.0
14.75,99.0,26.5
15.0,100.0,28.5
15.25,100.0,29.5
15.5,100.0,33.5
15.75,100.0,34.5
16.0,101.25,30.0
16.25,101.25,28.0
16.5,101.25,31.5
16.75,106.0,32.5
17.0,106.0,33.0
17.25,106.0,34.0
17.5,106.75,34.5
17.75,106.75,34.5
18.0,106.75,34.5
18.25,106.75,34.5
18.5,106.75,34.5
18.75,106.75,35.0
19.0,106.75,35.0
19.25,106.75,34.5
19.5,106.75,34.0
19.75,0.0,33.5
20.0,0.0,34.0
20.25,0.0,32.5
20.5,0.0,31.5
20.75,0.0,31.5
21.0,0.0,32.5
21.25,0.0,32.5
21.5,0.0,32.5
21.75,0.0,31.5
22.0,0.0,31.5
22.25,0.0,32.0
22.5,0.0,33.0
22.75,0.0,35.5
23.0,0.0,37.0
23.25,0.0,37.5
23.5,0.0,36.5
23.75,0.0,37.0
24.0,0.0,37.5
24.25,0.0,38.0
24.5,0.0,37.5
24.75,0.0,37.0
25.0,0.0,37.0
25.25,0.0,36.0
25.5,0.0,35.0
25.75,0.0,35.0
26.0,80.25,37.5
26.25,80.25,39.5
26.5,80.25,42.0
26.75,80.25,43.5
27.0,80.25,44.5
27.25,80.25,45.0
27.5,85.5,45.0
27.75,85.5,44.5
28.0,85.5,44.0
28.25,77.5,45.0
28.5,77.5,44.5
28.75,77.5,43.5
29.0,80.75,43.0
29.25,80.75,41.5
29.5,80.75,41.0
29.75,85.25,43.0
30.0,85.25,48.5
30.25,86.0,51.5
30.5,86.0,49.0
30.75,86.0,46.0
31.0,86.0,46.0
31.25,86.0,50.0
31.5,100.0,55.5
31.75,100.0,57.0
32.0,100.0,54.0
32.25,100.25,50.5
32.5,100.25,47.5
32.75,100.25,45.5
33.0,100.25,45.0
33.25,100.25,47.0
33.5,100.25,50.5
33.75,100.25,53.5
34.0,100.25,55.0
34.25,100.25,53.5
34.5,100.25,51.0
34.75,100.25,50.5
35.0,100.25,52.0
35.25,0.0,55.0
35.5,0.0,56.5
35.75,0.0,55.5
36.0,0.0,54.5
36.25,0.0,53.0
36.5,0.0,53.0
36.75,0.0,54.5
37.0,0.0,54.5
37.25,0.0,55.0
37.5,0.0,57.0
37.75,0.0,59.5
38.0,0.0,61.5
38.25,0.0,62.0
38.5,0.0,63.5
38.75,0.0,64.0
39.0,0.0,63.5
39.25,0.0,67.0
39.5,0.0,69.5
39.75,0.0,72.5
40.0,0.0,72.0
40.25,0.0,66.5
40.5,0.0,68.0
40.75,0.0,70.5
41.0,0.0,72.0
41.25,0.0,73.5
41.5,0.0,74.5
41.75,0.0,73.5
42.0,0.0,73.0
42.25,0.0,71.5
42.5,0.0,70.0
42.75,0.0,72.0
43.0,0.0,74.5
43.25,0.0,76.0
43.5,0.0,76.0
43.75,0.0,77.0
44.0,0.0,78.0
44.25,0.0,77.0
44.5,0.0,77.5
44.75,0.0,78.5
45.0,0.0,79.5
45.25,0.0,80.5
45.5,0.0,81.0
45.75,0.0,80.0
46.0,0.0,76.0
46.25,0.0,78.0
46.5,0.0,80.0
46.75,0.0,79.0
47.0,0.0,78.5
47.25,0.0,77.0
47.5,0.0,76.5
47.75,0.0,76.0
48.0,0.0,75.5
48.25,0.0,74.0
48.5,0.0,71.5
48.75,0.0,72.5
49.0,0.0,75.5
49.25,0.0,77.0
49.5,0.0,76.5
49.75,0.0,75.5
50.0,0.0,76.0
50.25,0.0,76.0
50.5,0.0,76.5
50.75,0.0,78.5
51.0,0.0,79.5
51.25,0.0,79.0
51.5,0.0,80.0
51.75,0.0,82.0
52.0,0.0,84.0
52.25,0.0,88.0
52.5,0.0,91.0
52.75,0.0,90.5
53.0,0.0,92.5
53.25,0.0,95.5
53.5,0.0,98.0
53.75,0.0,100.0
54.0,0.0,98.0
54.25,0.0,98.0
54.5,0.0,100.5
54.75,0.0,103.0
55.0,0.0,103.0
55.25,0.0,102.0
55.5,0.0,101.0
55.75,0.0,100.5
56.0,0.0,100.5
56.25,0.0,100.0
56.5,0.0,101.5
56.75,0.0,104.0
57.0,0.0,105.5
57.25,0.0,107.0
57.5,0.0,108.5
57.75,0.0,109.0
58.0,0.0,108.0
58.25,0.0,108.5
58.5,0.0,108.0
58.75,0.0,107.5
59.0,0.0,107.5
59.25,0.0,106.0
59.5,0.0,103.5
59.75,0.0,102.5
60.0,0.0,103.5
60.25,0.0,104.0
60.5,0.0,100.5
60.75,0.0,97.0
61.0,0.0,96.0
61.25,0.0,97.0
61.5,0.0,96.5
61.75,0.0,97.0
62.0,0.0,97.5
62.25,0.0,95.5
62.5,0.0,93.5
62.75,0.0,94.5
63.0,0.0,94.5
63.25,0.0,95.5
63.5,0.0,98.0
63.75,0.0,97.5
64.0,0.0,96.5
64.25,0.0,97.0
64.5,0.0,95.0
64.75,0.0,94.0
65.0,0.0,94.0
65.25,0.0,97.5
65.5,0.0,99.0
65.75,0.0,98.0
66.0,145.75,97.5
66.25,145.75,98.0
66.5,145.75,97.5
66.75,147.5,97.0
67.0,147.5,98.0
67.25,149.0,98.0
67.5,149.0,98.5
67.75,149.0,97.5
68.0,150.5,95.5
68.25,150.5,95.5
68.5,149.5,94.5
68.75,150.25,96.5
69.0,150.25,97.5
69.25,151.0,95.0
69.5,151.0,94.5
69.75,151.0,95.0
70.0,151.5,96.0
70.25,151.5,96.0
70.5,151.5,94.5
70.75,151.75,94.5
71.0,152.0,94.5
71.25,152.0,95.5
71.5,152.0,95.5
71.75,151.5,94.0
72.0,151.75,91.5
72.25,151.75,89.0
72.5,152.75,89.5
72.75,152.5,90.5
73.0,152.5,90.5
73.25,152.5,90.0
73.5,152.0,91.0
73.75,152.0,93.0
74.0,152.0,94.0
74.25,151.75,96.0
74.5,151.75,98.5
74.75,152.5,98.0
75.0,152.5,96.0
75.25,152.75,95.0
75.5,153.25,94.5
75.75,153.25,95.5
76.0,152.25,94.0
76.25,152.25,91.5
76.5,152.0,89.0
76.75,152.0,88.5
77.0,152.0,90.5
77.25,152.0,91.5
77.5,149.0,88.0
77.75,149.0,86.5
78.0,146.5,87.0
78.25,146.0,86.5
78.5,146.0,88.0
78.75,145.75,88.5
79.0,145.75,87.0
79.25,145.75,87.0
79.5,146.75,87.5
79.75,146.75,85.5
80.0,147.75,83.5
80.25,148.0,81.5
80.5,148.0,80.5
80.75,148.5,80.0
81.0,148.5,76.0
81.25,148.5,73.0
81.5,148.5,71.0
81.75,145.25,70.0
82.0,146.0,68.5
82.25,146.0,66.5
82.5,145.5,65.5
82.75,145.5,64.0
83.0,144.0,63.5
83.25,144.0,63.0
83.5,141.25,62.0
83.75,141.25,58.5
84.0,140.75,56.0
84.25,140.75,56.0
84.5,140.75,53.0
84.75,140.0,52.0
85.0,140.0,49.0
85.25,137.75,49.0
85.5,137.75,49.5
85.75,137.75,50.5
86.0,137.75,51.0
86.25,137.75,52.0
86.5,137.75,52.5
86.75,137.75,53.0
87.0,137.75,54.0
87.25,138.0,55.0
87.5,138.0,56.0
87.75,136.5,55.5
88.0,136.5,55.0
88.25,135.5,55.5
88.5,135.5,56.5
88.75,135.5,57.5
89.0,135.5,59.5
89.25,135.5,60.5
89.5,135.5,60.5
89.75,135.5,61.0
90.0,135.5,61.5
90.25,135.5,60.5
90.5,0.0,60.5
90.75,0.0,60.5
91.0,0.0,60.5
91.25,0.0,59.5
91.5,0.0,58.0
91.75,0.0,57.5
92.0,0.0,57.5
92.25,0.0,58.0
92.5,0.0,57.5
92.75,0.0,56.5
93.0,0.0,56.0
93.25,0.0,56.5
93.5,0.0,57.0
93.75,0.0,57.5
94.0,0.0,57.5
94.25,0.0,57.0
94.5,0.0,56.5
94.75,0.0,55.5
95.0,0.0,56.5
95.25,0.0,59.5
95.5,0.0,60.5
95.75,0.0,58.0
96.0,0.0,55.5
96.25,0.0,54.5
96.5,0.0,54.5
96.75,0.0,56.0
97.0,0.0,56.5
97.25,0.0,55.0
97.5,0.0,54.0
97.75,0.0,52.5
98.0,0.0,50.5
98.25,0.0,51.0
98.5,124.25,53.5
98.75,124.25,55.5
99.0,124.25,57.5
99.25,124.25,58.5
99.5,124.25,59.0
99.75,124.25,59.0
100.0,124.25,58.0
100.25,124.25,56.0
100.5,0.0,54.5
100.75,0.0,53.5
101.0,0.0,53.5
101.25,0.0,52.5
101.5,126.5,51.0
101.75,126.5,50.0
102.0,131.75,47.0
102.25,131.75,44.5
102.5,131.75,42.5
102.75,134.75,40.5
103.0,134.75,40.0
103.25,138.25,39.0
103.5,138.75,39.5
103.75,138.75,41.0
104.0,138.75,42.5
104.25,139.25,44.5
104.5,139.25,47.0
104.75,139.25,48.5
105.0,139.25,45.5
105.25,139.25,44.0
105.5,139.25,45.5
105.75,139.25,46.5
106.0,139.25,48.0
106.25,139.25,46.5
106.5,0.0,45.0
106.75,0.0,45.0
107.0,0.0,45.5
107.25,0.0,46.5
107.5,0.0,47.5
107.75,0.0,49.5
108.0,0.0,50.5
108.25,0.0,50.5
108.5,0.0,50.0
108.75,0.0,48.0
109.0,0.0,49.0
109.25,0.0,53.0
109.5,0.0,55.0
109.75,0.0,55.5
110.0,0.0,56.5
110.25,0.0,53.0
110.5,0.0,50.0
110.75,0.0,48.5
111.0,0.0,47.5
111.25,0.0,47.0
111.5,0.0,46.5
111.75,0.0,44.5
112.0,0.0,42.5
112.25,0.0,40.0
112.5,0.0,38.0
112.75,0.0,36.5
113.0,0.0,36.5
113.25,0.0,36.0
113.5,0.0,35.5
113.75,0.0,34.5
114.0,0.0,34.0
