t_sec,FHR,UC
0.0,130.5,30.0
0.25,130.5,32.0
0.5,137.5,34.0
0.75,137.5,35.0
1.0,139.5,32.0
1.25,139.5,31.0
1.5,140.25,29.5
1.75,141.5,33.5
2.0,141.5,36.0
2.25,140.75,34.5
2.5,140.75,32.5
2.75,143.5,31.5
3.0,145.0,29.5
3.25,145.0,30.5
3.5,145.75,34.0
3.75,145.75,35.0
4.0,145.75,33.0
4.25,147.75,32.0
4.5,147.75,31.0
4.75,148.25,31.0
5.0,147.0,33.0
5.25,147.0,35.0
5.5,147.75,32.0
5.75,147.75,32.0
6.0,146.0,29.5
6.25,146.0,31.5
6.5,145.75,35.5
6.75,144.5,35.0
7.0,144.5,33.0
7.25,143.25,33.0
7.5,143.25,33.0
7.75,140.75,31.0
8.0,139.5,32.0
8.25,139.5,35.0
8.5,139.0,33.5
8.75,139.0,32.0
9.0,137.0,32.0
9.25,137.0,30.5
9.5,132.5,30.0
9.75,132.5,31.5
10.0,132.5,35.0
10.25,132.5,34.5
10.5,132.5,33.0
10.75,132.5,34.0
11.0,132.5,32.5
11.25,132.25,32.0
11.5,132.25,35.5
11.75,132.25,38.5
12.0,132.25,37.5
12.25,132.25,36.5
12.5,132.25,37.0
12.75,0.0,36.0
13.0,0.0,35.0
13.25,0.0,33.5
13.5,0.0,33.5
13.75,117.25,34.5
14.0,117.25,36.0
14.25,118.0,37.5
14.5,118.0,35.5
14.75,118.75,32.5
15.0,118.75,30.0
15.25,119.75,31.0
15.5,120.5,33.5
15.75,120.5,34.0
16.0,123.0,32.0
16.25,123.0,31.0
16.5,127.5,30.0
16.75,127.5,30.0
17.0,127.5,32.0
17.25,123.75,31.0
17.5,123.75,32.0
17.75,123.75,33.5
18.0,121.0,34.5
18.25,120.75,34.0
18.5,120.75,33.5
18.75,122.25,31.5
19.0,122.25,30.5
19.25,122.25,30.5
19.5,123.75,32.0
19.75,123.75,32.5
20.0,124.25,33.0
20.25,124.25,31.0
20.5,126.25,30.0
20.75,129.0,30.0
21.0,129.0,30.0
21.25,130.75,28.0
21.5,130.75,29.0
21.75,131.25,31.0
22.0,131.25,30.5
22.25,131.75,30.0
22.5,131.75,30.0
22.75,132.75,29.5
23.0,132.75,29.5
23.25,134.25,29.5
23.5,134.25,30.5
23.75,134.25,32.5
24.0,135.25,31.0
24.25,136.75,33.0
24.5,136.75,31.5
24.75,139.5,31.0
25.0,140.75,30.0
25.25,140.75,29.5
25.5,141.0,31.5
25.75,141.0,33.5
26.0,140.75,31.0
26.25,140.75,31.0
26.5,140.0,31.5
26.75,138.75,31.5
27.0,138.75,31.5
27.25,137.5,31.0
27.5,137.5,29.5
27.75,136.25,29.5
28.0,136.25,31.0
28.25,135.25,31.5
28.5,137.75,33.0
28.75,137.75,31.5
29.0,139.75,31.0
29.25,139.75,30.0
29.5,141.5,29.0
29.75,141.25,31.5
30.0,141.25,34.0
30.25,140.5,33.0
30.5,140.5,33.0
30.75,141.75,32.5
31.0,141.75,34.0
31.25,140.75,32.5
31.5,139.5,34.5
31.75,139.5,38.0
32.0,142.0,37.0
32.25,142.25,35.5
32.5,142.25,36.0
32.75,145.0,34.0
33.0,145.0,29.5
33.25,148.25,28.5
33.5,148.25,28.5
33.75,148.25,29.0
34.0,148.0,29.5
34.25,148.0,28.0
34.5,152.0,27.0
34.75,152.5,25.5
35.0,152.5,26.0
35.25,156.0,26.0
35.5,155.5,25.5
35.75,155.5,25.0
36.0,155.25,25.0
36.25,157.5,25.5
36.5,157.5,26.0
36.75,152.75,26.0
37.0,152.75,27.0
37.25,150.25,27.0
37.5,150.25,27.5
37.75,147.25,26.5
38.0,147.25,25.5
38.25,142.5,26.5
38.5,142.5,31.0
38.75,140.25,34.0
39.0,140.25,33.5
39.25,135.75,31.5
39.5,135.75,32.0
39.75,135.0,33.0
40.0,133.5,32.5
40.25,133.5,33.0
40.5,129.75,32.5
40.75,129.75,31.0
41.0,127.0,34.5
41.25,127.0,38.0
41.5,130.0,39.5
41.75,130.0,38.0
42.0,132.25,37.5
42.25,132.25,37.0
42.5,140.25,35.5
42.75,142.25,34.5
43.0,142.25,33.5
43.25,145.75,37.0
43.5,147.0,39.0
43.75,147.0,37.5
44.0,148.0,37.5
44.25,148.0,37.5
44.5,148.5,35.0
44.75,148.5,33.5
45.0,148.5,32.5
45.25,148.25,31.5
45.5,146.0,32.5
45.75,146.0,34.0
46.0,144.5,36.0
46.25,144.5,35.0
46.5,143.25,33.5
46.75,143.25,32.5
47.0,141.5,32.0
47.25,140.75,32.5
47.5,140.75,32.0
47.75,137.25,34.0
48.0,137.25,36.0
48.25,136.75,34.5
48.5,136.75,33.5
48.75,138.75,32.0
49.0,140.75,31.5
49.25,140.75,33.0
49.5,142.75,34.5
49.75,142.75,35.5
50.0,144.75,35.0
50.25,147.0,35.0
50.5,147.0,35.5
50.75,148.25,34.0
51.0,150.25,33.0
51.25,150.25,33.0
51.5,150.0,34.5
51.75,150.5,38.5
52.0,150.5,41.0
52.25,150.25,39.0
52.5,150.25,35.5
52.75,151.25,34.5
53.0,154.5,34.0
53.25,154.5,34.0
53.5,154.25,35.5
53.75,154.5,35.0
54.0,154.5,40.0
54.25,153.25,36.0
54.5,155.5,35.5
54.75,155.5,34.5
55.0,155.75,33.5
55.25,156.25,32.0
55.5,156.25,32.0
55.75,157.75,35.0
56.0,158.25,35.5
56.25,158.25,34.0
56.5,157.5,33.5
