t_sec,FHR,UC
0.0,140.25,9.0
0.25,139.5,7.0
0.5,139.5,7.0
0.75,139.5,6.0
1.0,140.25,6.0
1.25,140.25,7.0
1.5,139.5,7.0
1.75,139.5,9.0
2.0,140.25,9.0
2.25,140.25,12.0
2.5,139.0,12.0
2.75,139.0,12.0
3.0,139.0,12.0
3.25,139.0,9.0
3.5,139.0,9.0
3.75,139.0,7.0
4.0,139.0,7.0
4.25,139.5,6.0
4.5,139.0,6.0
4.75,139.0,6.0
5.0,140.25,6.0
5.25,140.25,7.0
5.5,141.5,7.0
5.75,140.75,9.0
6.0,140.75,9.0
6.25,140.25,12.0
6.5,140.25,12.0
6.75,139.5,13.0
7.0,139.5,13.0
7.25,139.5,11.0
7.5,138.25,11.0
7.75,138.25,9.0
8.0,139.0,9.0
8.25,139.0,7.0
8.5,139.5,7.0
8.75,139.0,6.0
9.0,139.0,6.0
9.25,139.0,6.0
9.5,139.0,6.0
9.75,139.0,8.0
10.0,139.0,8.0
10.25,138.25,9.0
10.5,139.0,9.0
10.75,139.0,9.0
11.0,139.0,9.0
11.25,139.0,11.0
11.5,139.5,11.0
11.75,139.5,11.0
12.0,139.5,11.0
12.25,139.5,8.0
12.5,139.5,8.0
12.75,139.0,5.0
13.0,139.0,5.0
13.25,138.25,3.0
13.5,137.5,3.0
13.75,137.5,5.0
14.0,136.25,5.0
14.25,136.25,7.0
14.5,137.0,7.0
14.75,137.0,6.0
15.0,136.25,6.0
15.25,134.0,5.0
15.5,134.0,5.0
15.75,134.0,4.0
16.0,134.0,4.0
16.25,133.25,6.0
16.5,133.25,6.0
16.75,134.5,7.0
17.0,134.5,7.0
17.25,135.75,7.0
17.5,134.5,7.0
17.75,134.5,5.0
18.0,136.25,5.0
18.25,136.25,4.0
18.5,135.25,4.0
18.75,135.25,3.0
19.0,135.75,3.0
19.25,137.5,3.0
19.5,137.5,3.0
19.75,138.25,3.0
20.0,138.25,3.0
20.25,137.5,3.0
20.5,137.5,3.0
20.75,137.5,3.0
21.0,136.25,3.0
21.25,136.25,3.0
21.5,134.5,3.0
21.75,134.5,4.0
22.0,134.0,4.0
22.25,134.0,4.0
22.5,133.25,4.0
22.75,133.25,4.0
23.0,134.0,4.0
23.25,134.5,4.0
23.5,134.5,4.0
23.75,134.5,4.0
24.0,134.5,4.0
24.25,135.25,3.0
24.5,135.25,3.0
24.75,135.25,2.0
25.0,136.25,2.0
25.25,136.25,3.0
25.5,134.5,3.0
25.75,134.5,4.0
26.0,135.75,4.0
26.25,135.75,5.0
26.5,135.75,5.0
26.75,135.75,4.0
27.0,135.75,4.0
27.25,136.25,2.0
27.5,136.25,2.0
27.75,135.25,2.0
28.0,135.25,2.0
28.25,135.75,1.0
28.5,135.75,1.0
28.75,136.25,1.0
29.0,135.75,1.0
29.25,135.75,2.0
29.5,135.75,2.0
29.75,135.75,4.0
30.0,135.25,4.0
30.25,135.25,6.0
30.5,134.5,6.0
30.75,134.5,5.0
31.0,133.25,5.0
31.25,135.25,2.0
31.5,135.25,2.0
31.75,133.25,0.0
32.0,133.25,0.0
32.25,134.0,0.0
32.5,134.0,0.0
32.75,133.25,1.0
33.0,133.25,1.0
33.25,133.25,3.0
33.5,134.5,3.0
33.75,134.5,6.0
34.0,135.25,6.0
34.25,135.25,5.0
34.5,136.25,5.0
34.75,136.25,2.0
35.0,137.5,2.0
35.25,137.5,0.0
35.5,137.5,0.0
35.75,138.25,0.0
36.0,138.25,0.0
36.25,138.25,1.0
36.5,138.25,1.0
36.75,138.25,4.0
37.0,137.5,4.0
37.25,137.5,6.0
37.5,137.0,6.0
37.75,137.0,4.0
38.0,137.5,4.0
38.25,139.0,1.0
38.5,139.0,1.0
38.75,137.5,0.0
39.0,137.5,0.0
39.25,137.0,1.0
39.5,137.0,1.0
39.75,137.0,3.0
40.0,137.0,3.0
40.25,137.0,7.0
40.5,137.5,7.0
40.75,137.5,10.0
41.0,138.25,10.0
41.25,138.25,9.0
41.5,137.5,9.0
41.75,136.25,5.0
42.0,136.25,5.0
42.25,138.25,2.0
42.5,138.25,2.0
42.75,137.0,2.0
43.0,137.0,2.0
43.25,137.5,3.0
43.5,139.0,3.0
43.75,139.0,6.0
44.0,137.5,6.0
44.25,137.5,9.0
44.5,139.0,9.0
44.75,139.0,8.0
45.0,137.0,8.0
45.25,137.0,5.0
