t_sec,FHR,UC
0.0,104.75,67.5
0.25,106.5,67.0
0.5,106.5,67.0
0.75,106.75,66.5
1.0,106.75,65.5
1.25,107.5,65.5
1.5,107.5,65.0
1.75,108.75,64.5
2.0,108.75,63.5
2.25,108.75,62.0
2.5,109.0,62.0
2.75,109.0,61.5
3.0,107.25,60.5
3.25,107.25,60.0
3.5,105.5,60.5
3.75,105.5,61.0
4.0,105.5,61.5
4.25,104.25,63.5
4.5,103.25,64.0
4.75,103.25,63.5
5.0,103.25,63.5
5.25,104.0,63.5
5.5,104.0,64.0
5.75,105.25,64.0
6.0,105.75,64.5
6.25,105.75,64.5
6.5,105.75,64.0
6.75,105.75,63.0
7.0,104.5,61.5
7.25,104.5,60.5
7.5,103.0,59.5
7.75,103.0,59.0
8.0,100.5,57.5
8.25,100.5,56.5
8.5,100.5,56.5
8.75,100.5,56.5
9.0,100.5,56.5
9.25,100.5,57.0
9.5,100.5,57.5
9.75,101.75,58.5
10.0,101.75,59.0
10.25,101.75,59.5
10.5,102.25,59.0
10.75,102.25,58.5
11.0,102.25,57.5
11.25,102.25,57.0
11.5,100.25,56.5
11.75,100.25,55.5
12.0,100.25,55.0
12.25,101.75,53.5
12.5,101.75,52.0
12.75,101.75,51.0
13.0,102.75,50.5
13.25,102.75,50.0
13.5,104.0,50.5
13.75,104.0,51.0
14.0,104.75,52.0
14.25,104.75,53.0
14.5,105.0,54.0
14.75,105.0,55.5
15.0,107.0,55.5
15.25,107.0,55.0
15.5,107.25,54.5
15.75,107.25,54.0
16.0,107.25,53.5
16.25,112.5,52.5
16.5,112.5,52.0
16.75,113.5,50.5
17.0,113.5,49.5
17.25,116.75,48.5
17.5,116.75,47.0
17.75,116.75,46.0
18.0,114.5,45.0
18.25,113.75,44.5
18.5,113.75,45.0
18.75,113.0,46.0
19.0,113.0,46.5
19.25,113.0,47.5
19.5,111.25,49.0
19.75,111.25,50.0
20.0,112.0,49.5
20.25,112.0,49.0
20.5,110.25,48.0
20.75,110.25,47.5
21.0,110.25,46.5
21.25,109.5,46.0
21.5,109.5,45.0
21.75,108.5,43.5
22.0,108.5,42.5
22.25,107.25,41.0
22.5,107.25,39.5
22.75,107.5,38.0
23.0,107.5,37.5
23.25,108.5,36.5
23.5,108.5,37.0
23.75,109.25,37.5
24.0,109.25,38.5
24.25,111.25,40.0
24.5,111.25,41.0
24.75,112.5,41.5
25.0,112.5,41.0
25.25,112.5,40.5
25.5,114.75,40.0
25.75,114.75,39.0
26.0,113.0,38.5
26.25,113.0,37.5
26.5,109.75,36.0
26.75,109.75,35.0
27.0,109.75,34.0
27.25,108.25,32.5
27.5,107.0,31.5
27.75,107.0,30.5
28.0,107.0,29.5
28.25,103.75,28.0
28.5,103.75,28.5
28.75,105.25,29.0
29.0,105.25,30.0
29.25,105.25,31.0
29.5,106.5,32.0
29.75,106.5,33.0
30.0,107.25,33.5
30.25,107.25,33.0
30.5,108.25,32.0
30.75,108.25,31.5
31.0,109.25,30.5
31.25,109.25,30.5
