t_sec,FHR,UC
0.0,127.5,17.5
0.25,127.5,22.0
0.5,127.5,21.5
0.75,127.5,17.5
1.0,127.5,20.0
1.25,127.5,17.5
1.5,127.5,16.5
1.75,127.5,15.5
2.0,127.25,15.0
2.25,127.25,14.5
2.5,127.25,13.5
2.75,0.0,13.5
3.0,0.0,12.5
3.25,0.0,16.5
3.5,0.0,19.0
3.75,0.0,8.0
4.0,0.0,5.0
4.25,0.0,10.0
4.5,0.0,10.5
4.75,0.0,10.0
5.0,0.0,9.0
5.25,0.0,8.0
5.5,0.0,10.0
5.75,0.0,10.5
6.0,0.0,8.0
6.25,0.0,3.5
6.5,0.0,6.0
6.75,0.0,6.5
7.0,0.0,7.5
7.25,0.0,8.5
7.5,0.0,8.5
7.75,0.0,10.0
8.0,0.0,11.5
8.25,0.0,10.5
8.5,149.0,10.5
8.75,149.0,10.5
9.0,149.0,10.5
9.25,148.5,10.0
9.5,148.5,10.0
9.75,148.75,11.0
10.0,148.0,12.5
10.25,148.0,13.5
10.5,146.5,13.0
10.75,146.5,13.0
11.0,145.0,13.5
11.25,144.0,13.5
11.5,144.0,12.0
11.75,143.75,11.0
12.0,143.75,12.5
12.25,144.5,12.5
12.5,145.0,12.5
12.75,145.0,12.5
13.0,144.75,13.0
13.25,144.75,13.0
13.5,144.75,13.5
13.75,144.75,13.0
14.0,144.75,9.5
14.25,144.75,6.5
14.5,144.75,9.0
14.75,145.0,9.0
15.0,145.0,8.0
15.25,145.0,7.5
15.5,151.0,8.5
15.75,151.0,8.0
16.0,151.0,6.0
16.25,151.0,8.0
16.5,151.0,6.0
16.75,151.0,4.5
17.0,151.0,3.5
17.25,151.0,5.5
17.5,151.0,5.5
17.75,151.0,5.5
18.0,150.75,5.5
18.25,150.75,5.5
18.5,151.0,5.5
18.75,150.75,4.5
19.0,150.75,3.0
19.25,150.75,6.0
19.5,0.0,2.5
19.75,0.0,1.0
20.0,0.0,0.5
20.25,0.0,3.0
20.5,0.0,3.0
20.75,0.0,2.0
21.0,0.0,2.0
21.25,0.0,2.0
21.5,0.0,2.0
21.75,0.0,2.0
22.0,0.0,2.0
22.25,0.0,2.5
22.5,0.0,2.0
22.75,0.0,3.5
23.0,0.0,7.5
23.25,0.0,7.5
23.5,0.0,7.5
23.75,0.0,8.0
24.0,145.0,8.5
24.25,145.0,12.0
24.5,143.25,17.5
24.75,143.25,21.0
25.0,144.25,19.5
25.25,145.0,18.5
25.5,145.0,17.5
25.75,145.0,16.0
26.0,145.0,16.0
26.25,145.0,17.0
26.5,145.25,17.0
26.75,145.25,16.5
27.0,146.25,15.0
27.25,146.25,14.0
27.5,145.75,14.0
27.75,145.75,12.5
28.0,145.75,12.0
28.25,146.0,12.0
28.5,146.0,12.0
28.75,147.0,12.0
29.0,147.75,13.5
29.25,147.75,13.0
29.5,148.25,14.5
29.75,147.5,12.0
30.0,147.5,11.0
30.25,147.75,11.0
30.5,147.75,10.5
30.75,147.75,10.0
31.0,147.0,9.5
31.25,147.0,9.5
31.5,147.0,9.0
31.75,147.0,10.0
32.0,146.75,9.5
32.25,147.0,10.0
32.5,147.0,13.0
32.75,146.5,15.5
33.0,146.5,14.0
33.25,147.25,12.0
33.5,149.5,12.0
33.75,149.5,11.0
34.0,150.0,12.5
34.25,150.5,12.0
34.5,150.5,12.0
34.75,151.25,13.0
35.0,152.5,16.0
35.25,152.5,15.5
35.5,153.25,14.0
