t_sec,FHR,UC
0.0,134.75,29.5
0.25,134.75,32.0
0.5,133.0,32.5
0.75,133.0,34.5
1.0,135.5,32.0
1.25,135.5,30.5
1.5,133.75,28.5
1.75,133.75,30.0
2.0,133.75,31.0
2.25,133.75,33.0
2.5,133.75,34.0
2.75,133.75,34.0
3.0,133.75,32.5
3.25,133.75,30.5
3.5,133.75,30.5
3.75,133.75,31.0
4.0,134.0,32.5
4.25,134.0,35.5
4.5,133.75,33.5
4.75,133.75,32.0
5.0,134.5,30.5
5.25,134.5,28.5
5.5,133.0,27.5
5.75,133.0,28.5
6.0,133.0,28.0
6.25,133.0,28.5
6.5,132.0,28.0
6.75,136.0,27.5
7.0,136.0,26.5
7.25,135.75,25.5
7.5,135.75,24.5
7.75,135.75,25.0
8.0,136.0,26.0
8.25,136.0,29.0
8.5,136.25,30.0
8.75,136.25,29.0
9.0,135.25,30.0
9.25,135.75,30.0
9.5,135.75,29.0
9.75,135.25,27.5
10.0,135.25,27.0
10.25,135.0,29.5
10.5,135.0,31.0
10.75,135.0,31.0
11.0,135.0,30.0
11.25,135.0,27.5
11.5,135.5,26.0
11.75,135.5,25.5
12.0,136.25,27.0
12.25,136.25,29.0
12.5,136.5,30.0
12.75,136.5,26.5
13.0,134.5,27.0
13.25,134.5,27.5
13.5,133.75,26.0
13.75,133.5,24.0
14.0,133.5,22.0
14.25,132.75,24.0
14.5,132.75,26.5
14.75,131.5,24.0
15.0,131.5,24.5
15.25,131.5,23.5
15.5,131.5,23.5
15.75,131.25,22.0
16.0,130.0,21.0
16.25,130.0,23.5
16.5,130.0,24.0
16.75,130.0,23.0
17.0,130.75,22.5
17.25,130.75,21.0
17.5,131.25,21.5
17.75,131.25,22.0
18.0,132.0,21.0
18.25,133.0,24.0
18.5,133.0,25.0
18.75,134.25,24.5
19.0,134.25,22.5
19.25,134.25,23.0
19.5,134.25,22.0
19.75,134.75,22.0
20.0,134.75,22.5
20.25,136.0,24.5
20.5,136.25,26.0
20.75,136.25,25.5
21.0,136.75,23.5
21.25,136.75,22.0
21.5,135.75,21.0
21.75,135.75,22.0
22.0,136.0,21.5
22.25,135.25,23.0
22.5,135.25,24.5
22.75,135.0,24.5
23.0,135.0,24.5
23.25,134.25,22.5
23.5,134.25,23.5
23.75,136.75,24.0
24.0,134.25,26.0
24.25,134.25,28.0
24.5,135.0,29.5
24.75,135.0,30.0
25.0,136.75,28.0
25.25,136.75,30.5
25.5,133.75,30.5
25.75,133.75,31.0
26.0,135.75,31.5
26.25,135.75,30.0
26.5,135.75,28.0
26.75,134.5,29.0
27.0,134.5,26.0
27.25,132.75,25.0
27.5,132.75,23.0
