t_sec,FHR,UC
0.0,95.0,21.0
0.25,96.0,21.0
0.5,96.0,21.0
0.75,99.0,21.0
1.0,99.0,22.0
1.25,99.0,22.0
1.5,103.0,21.0
1.75,103.0,21.0
2.0,109.0,22.0
2.25,109.0,22.0
2.5,116.0,24.0
2.75,116.0,24.0
3.0,116.0,25.0
3.25,116.0,25.0
3.5,106.0,24.0
3.75,106.0,24.0
4.0,106.0,24.0
4.25,90.0,24.0
4.5,90.0,23.0
4.75,90.0,23.0
5.0,90.0,23.0
5.25,90.0,23.0
5.5,98.0,23.0
5.75,98.0,23.0
6.0,109.0,25.0
6.25,109.0,25.0
6.5,119.0,27.0
6.75,119.0,27.0
7.0,127.0,29.0
7.25,127.0,29.0
7.5,132.0,30.0
7.75,132.0,30.0
8.0,135.0,29.0
8.25,137.0,29.0
8.5,137.0,28.0
8.75,136.0,28.0
9.0,136.0,27.0
9.25,132.0,27.0
9.5,132.0,25.0
9.75,131.0,25.0
10.0,131.0,24.0
10.25,119.0,24.0
10.5,119.0,23.0
10.75,114.0,23.0
11.0,114.0,22.0
11.25,104.0,22.0
11.5,104.0,21.0
11.75,103.0,21.0
12.0,103.0,23.0
12.25,103.0,23.0
12.5,95.0,25.0
12.75,95.0,25.0
13.0,106.0,25.0
13.25,106.0,25.0
13.5,109.0,26.0
13.75,109.0,26.0
14.0,109.0,25.0
14.25,107.0,25.0
14.5,107.0,24.0
14.75,114.0,24.0
15.0,114.0,24.0
15.25,118.0,24.0
15.5,118.0,25.0
15.75,123.0,25.0
16.0,123.0,25.0
16.25,127.0,25.0
16.5,127.0,25.0
16.75,127.0,25.0
17.0,126.0,25.0
17.25,126.0,25.0
17.5,128.0,24.0
17.75,128.0,24.0
18.0,131.0,24.0
18.25,131.0,24.0
18.5,129.0,25.0
18.75,129.0,25.0
19.0,120.0,25.0
19.25,120.0,25.0
19.5,120.0,25.0
19.75,120.0,25.0
20.0,122.0,25.0
20.25,122.0,25.0
20.5,125.0,25.0
20.75,125.0,25.0
21.0,129.0,25.0
21.25,133.0,25.0
21.5,133.0,25.0
21.75,135.0,25.0
22.0,135.0,24.0
22.25,137.0,24.0
22.5,137.0,22.0
22.75,137.0,22.0
23.0,128.0,21.0
23.25,128.0,21.0
23.5,128.0,21.0
23.75,116.0,21.0
24.0,116.0,21.0
24.25,117.0,21.0
24.5,117.0,21.0
24.75,118.0,21.0
25.0,118.0,22.0
25.25,115.0,22.0
25.5,115.0,23.0
25.75,115.0,23.0
26.0,115.0,21.0
26.25,118.0,21.0
26.5,118.0,17.0
26.75,122.0,17.0
27.0,122.0,16.0
27.25,125.0,16.0
27.5,134.0,18.0
27.75,134.0,18.0
28.0,138.0,19.0
28.25,138.0,19.0
28.5,138.0,20.0
28.75,138.0,20.0
29.0,139.0,20.0
29.25,135.0,20.0
29.5,135.0,19.0
29.75,125.0,19.0
30.0,125.0,19.0
30.25,111.0,19.0
30.5,111.0,20.0
30.75,111.0,20.0
31.0,106.0,20.0
31.25,106.0,20.0
31.5,109.0,19.0
31.75,109.0,19.0
32.0,111.0,20.0
32.25,111.0,20.0
32.5,114.0,21.0
32.75,114.0,21.0
33.0,115.0,22.0
33.25,115.0,22.0
33.5,115.0,21.0
33.75,115.0,21.0
34.0,111.0,20.0
34.25,111.0,20.0
34.5,111.0,20.0
34.75,106.0,20.0
35.0,106.0,21.0
35.25,101.0,21.0
35.5,101.0,21.0
35.75,106.0,21.0
36.0,106.0,20.0
36.25,112.0,20.0
36.5,112.0,17.0
36.75,112.0,17.0
37.0,114.0,14.0
37.25,114.0,14.0
37.5,110.0,9.0
37.75,110.0,9.0
38.0,113.0,9.0
38.25,113.0,9.0
38.5,111.0,12.0
38.75,111.0,12.0
39.0,112.0,11.0
39.25,112.0,11.0
39.5,112.0,11.0
39.75,111.0,11.0
40.0,109.0,12.0
40.25,109.0,12.0
40.5,109.0,11.0
40.75,111.0,11.0
41.0,111.0,9.0
41.25,112.0,9.0
41.5,112.0,8.0
41.75,112.0,8.0
42.0,112.0,7.0
42.25,115.0,7.0
42.5,115.0,7.0
42.75,114.0,7.0
43.0,114.0,9.0
43.25,102.0,9.0
43.5,102.0,9.0
43.75,102.0,9.0
44.0,98.0,10.0
44.25,98.0,10.0
44.5,93.0,11.0
44.75,93.0,11.0
45.0,93.0,10.0
45.25,91.0,10.0
45.5,91.0,8.0
45.75,91.0,8.0
46.0,90.0,6.0
46.25,90.0,6.0
46.5,90.0,7.0
46.75,95.0,7.0
47.0,95.0,11.0
47.25,99.0,11.0
47.5,99.0,18.0
47.75,100.0,18.0
48.0,100.0,26.0
48.25,103.0,26.0
48.5,103.0,28.0
48.75,111.0,28.0
49.0,111.0,25.0
49.25,111.0,25.0
49.5,111.0,22.0
49.75,115.0,22.0
50.0,116.0,21.0
50.25,116.0,21.0
50.5,111.0,20.0
50.75,111.0,20.0
51.0,113.0,20.0
51.25,113.0,20.0
51.5,111.0,21.0
51.75,111.0,21.0
52.0,109.0,21.0
52.25,109.0,21.0
52.5,112.0,20.0
52.75,112.0,20.0
53.0,112.0,20.0
53.25,112.0,20.0
53.5,112.0,19.0
53.75,114.0,19.0
54.0,114.0,19.0
54.25,114.0,19.0
54.5,114.0,20.0
54.75,116.0,20.0
55.0,116.0,20.0
55.25,123.0,20.0
55.5,123.0,20.0
55.75,122.0,20.0
56.0,122.0,19.0
56.25,125.0,19.0
56.5,123.0,19.0
56.75,123.0,19.0
57.0,126.0,19.0
57.25,126.0,19.0
57.5,129.0,20.0
57.75,129.0,20.0
58.0,131.0,20.0
58.25,131.0,20.0
58.5,129.0,20.0
58.75,129.0,20.0
59.0,132.0,19.0
59.25,132.0,19.0
59.5,132.0,19.0
59.75,133.0,19.0
60.0,133.0,20.0
60.25,133.0,20.0
60.5,133.0,20.0
60.75,130.0,20.0
61.0,130.0,20.0
61.25,123.0,20.0
61.5,123.0,19.0
61.75,116.0,19.0
62.0,116.0,19.0
62.25,112.0,19.0
62.5,112.0,18.0
62.75,107.0,18.0
63.0,107.0,18.0
63.25,107.0,18.0
63.5,107.0,17.0
63.75,108.0,17.0
64.0,111.0,17.0
64.25,111.0,17.0
64.5,108.0,15.0
64.75,108.0,15.0
65.0,107.0,13.0
65.25,107.0,13.0
65.5,106.0,12.0
65.75,106.0,12.0
66.0,106.0,12.0
