t_sec,FHR,UC
0.0,131.0,41.5
0.25,131.0,44.5
0.5,129.75,46.0
0.75,129.75,46.5
1.0,129.75,45.5
1.25,129.75,47.0
1.5,129.75,48.5
1.75,129.75,47.5
2.0,130.0,46.5
2.25,130.0,44.5
2.5,130.25,43.0
2.75,130.25,41.0
3.0,130.25,38.5
3.25,130.25,35.0
3.5,132.75,34.5
3.75,132.75,36.0
4.0,132.75,32.5
4.25,132.75,29.5
4.5,132.75,28.0
4.75,132.75,28.5
5.0,132.75,35.0
5.25,132.75,42.5
5.5,132.75,45.0
5.75,132.75,46.5
6.0,132.75,43.0
6.25,133.0,41.5
6.5,132.75,40.0
6.75,132.75,41.5
7.0,0.0,43.5
7.25,0.0,42.5
7.5,0.0,40.5
7.75,0.0,37.5
8.0,0.0,35.5
8.25,0.0,35.0
8.5,0.0,38.5
8.75,0.0,41.0
9.0,0.0,43.0
9.25,0.0,47.0
9.5,0.0,44.5
9.75,0.0,44.0
10.0,0.0,43.5
10.25,0.0,42.5
10.5,0.0,41.5
10.75,0.0,40.5
11.0,0.0,40.0
11.25,0.0,39.0
11.5,0.0,37.5
11.75,0.0,34.5
12.0,0.0,34.0
12.25,0.0,35.0
12.5,0.0,36.5
12.75,130.75,38.0
13.0,130.75,40.5
13.25,129.5,44.5
13.5,129.5,45.0
13.75,128.5,44.5
14.0,128.5,45.5
14.25,127.25,48.0
14.5,127.0,49.0
14.75,127.0,47.0
15.0,126.75,44.5
15.25,126.75,43.0
15.5,126.75,41.5
15.75,125.0,42.0
16.0,125.0,42.0
16.25,125.0,42.0
16.5,125.0,42.5
16.75,125.25,47.0
17.0,122.25,53.0
17.25,122.25,67.5
17.5,125.0,76.5
17.75,125.0,76.5
18.0,121.25,78.0
18.25,121.25,86.0
18.5,121.25,94.5
18.75,125.25,103.0
19.0,125.25,107.5
19.25,122.75,111.5
19.5,122.75,114.5
19.75,122.0,118.5
20.0,122.0,123.0
20.25,122.0,124.0
20.5,120.75,122.5
20.75,120.75,125.5
21.0,119.25,127.0
21.25,119.25,127.0
21.5,118.5,127.0
21.75,118.5,127.0
22.0,116.75,127.0
22.25,116.75,127.0
22.5,117.0,126.5
22.75,117.0,127.0
23.0,116.0,127.0
23.25,116.0,127.0
23.5,114.75,125.0
23.75,114.75,121.5
24.0,114.5,119.0
24.25,114.5,112.0
24.5,114.25,106.5
24.75,114.25,101.0
25.0,114.25,97.0
25.25,114.25,91.5
25.5,114.5,87.5
25.75,114.5,91.0
26.0,102.75,97.5
26.25,102.75,103.5
26.5,102.75,102.5
26.75,102.75,97.0
27.0,102.75,97.0
27.25,102.75,99.5
27.5,102.75,100.0
27.75,103.0,98.0
28.0,103.0,97.5
28.25,103.0,96.0
28.5,112.75,92.5
28.75,113.0,90.0
29.0,113.0,86.0
29.25,113.0,82.0
29.5,113.0,86.0
29.75,113.0,90.0
30.0,113.0,92.5
30.25,113.0,95.0
30.5,113.0,95.0
30.75,113.0,93.5
31.0,113.0,93.5
31.25,113.0,96.5
31.5,0.0,95.5
31.75,0.0,96.0
32.0,0.0,96.0
32.25,0.0,94.0
32.5,0.0,102.5
32.75,0.0,110.0
33.0,0.0,114.0
33.25,0.0,108.5
33.5,0.0,108.5
33.75,0.0,111.5
34.0,0.0,116.5
34.25,0.0,119.0
34.5,0.0,116.5
34.75,0.0,116.0
35.0,0.0,118.0
35.25,0.0,112.5
35.5,0.0,112.5
35.75,0.0,118.0
36.0,182.5,119.5
36.25,182.5,121.0
36.5,186.0,117.0
36.75,185.25,109.0
37.0,185.25,107.5
37.25,185.5,101.0
37.5,185.5,99.0
37.75,185.5,96.0
38.0,185.5,99.5
38.25,185.5,102.0
38.5,185.5,96.0
38.75,185.5,94.5
39.0,185.5,94.0
39.25,192.75,92.0
39.5,193.75,94.5
39.75,194.25,102.0
40.0,190.75,105.0
40.25,190.75,101.0
40.5,197.75,97.0
40.75,197.75,94.5
41.0,193.75,95.0
41.25,193.75,98.5
41.5,193.75,97.0
41.75,194.0,96.5
42.0,194.0,98.5
42.25,194.0,99.0
42.5,194.0,95.5
42.75,194.0,90.0
43.0,194.0,90.0
