t_sec,FHR,UC
0.0,115.0,11.0
0.25,115.0,11.0
0.5,115.0,11.0
0.75,114.0,11.0
1.0,114.0,11.0
1.25,114.0,11.0
1.5,114.0,11.0
1.75,114.0,11.0
2.0,114.0,11.0
2.25,114.0,11.0
2.5,114.0,11.0
2.75,114.0,11.0
3.0,114.0,11.0
3.25,114.0,11.0
3.5,114.0,11.0
3.75,114.0,11.0
4.0,114.0,11.0
4.25,114.0,11.0
4.5,114.0,11.0
4.75,114.0,11.0
5.0,114.0,11.0
5.25,114.0,11.0
5.5,114.0,11.0
5.75,114.0,11.0
6.0,114.0,11.0
6.25,114.0,11.0
6.5,113.0,11.0
6.75,113.0,11.0
7.0,113.0,11.0
7.25,113.0,11.0
7.5,113.0,11.0
7.75,113.0,11.0
8.0,113.0,11.0
8.25,113.0,11.0
8.5,113.0,11.0
8.75,112.0,11.0
9.0,112.0,11.0
9.25,113.0,11.0
9.5,113.0,10.0
9.75,112.0,10.0
10.0,112.0,10.0
10.25,112.0,10.0
10.5,112.0,10.0
10.75,113.0,10.0
11.0,113.0,11.0
11.25,112.0,11.0
11.5,112.0,11.0
11.75,112.0,11.0
12.0,113.0,11.0
12.25,113.0,11.0
12.5,113.0,11.0
12.75,113.0,11.0
13.0,113.0,10.0
13.25,113.0,10.0
13.5,113.0,10.0
13.75,113.0,10.0
14.0,113.0,10.0
14.25,113.0,10.0
14.5,114.0,10.0
14.75,114.0,10.0
15.0,114.0,10.0
15.25,114.0,10.0
15.5,114.0,10.0
15.75,114.0,10.0
16.0,115.0,10.0
16.25,115.0,10.0
16.5,115.0,10.0
16.75,116.0,10.0
17.0,116.0,10.0
17.25,115.0,10.0
17.5,115.0,10.0
17.75,116.0,10.0
18.0,116.0,10.0
18.25,116.0,10.0
18.5,116.0,10.0
18.75,116.0,10.0
19.0,116.0,10.0
19.25,116.0,10.0
19.5,116.0,10.0
19.75,116.0,10.0
20.0,116.0,10.0
20.25,116.0,10.0
20.5,116.0,10.0
20.75,116.0,10.0
21.0,116.0,10.0
21.25,116.0,10.0
21.5,116.0,10.0
21.75,114.0,10.0
22.0,114.0,10.0
22.25,114.0,10.0
22.5,114.0,10.0
22.75,114.0,10.0
23.0,114.0,10.0
23.25,114.0,10.0
23.5,114.0,10.0
23.75,114.0,10.0
24.0,114.0,10.0
24.25,114.0,10.0
24.5,114.0,10.0
24.75,114.0,10.0
25.0,114.0,10.0
25.25,114.0,10.0
25.5,114.0,10.0
25.75,114.0,10.0
26.0,114.0,10.0
26.25,114.0,10.0
26.5,114.0,10.0
26.75,114.0,10.0
27.0,114.0,11.0
27.25,114.0,11.0
27.5,114.0,11.0
27.75,114.0,11.0
28.0,114.0,10.0
28.25,114.0,10.0
28.5,114.0,10.0
28.75,114.0,10.0
29.0,114.0,10.0
29.25,114.0,10.0
29.5,114.0,10.0
29.75,115.0,10.0
30.0,115.0,10.0
30.25,114.0,10.0
30.5,114.0,10.0
30.75,114.0,10.0
31.0,114.0,10.0
31.25,114.0,10.0
31.5,114.0,10.0
31.75,114.0,10.0
32.0,114.0,10.0
32.25,113.0,10.0
32.5,113.0,10.0
32.75,112.0,10.0
33.0,112.0,10.0
33.25,113.0,10.0
33.5,113.0,10.0
33.75,113.0,10.0
34.0,113.0,10.0
34.25,113.0,10.0
34.5,112.0,10.0
34.75,112.0,10.0
35.0,111.0,10.0
35.25,111.0,10.0
35.5,111.0,11.0
35.75,111.0,11.0
36.0,111.0,11.0
36.25,111.0,11.0
36.5,111.0,11.0
36.75,111.0,11.0
37.0,112.0,11.0
37.25,112.0,11.0
37.5,112.0,10.0
37.75,112.0,10.0
38.0,112.0,10.0
38.25,112.0,10.0
38.5,112.0,10.0
38.75,113.0,10.0
39.0,113.0,10.0
39.25,113.0,10.0
39.5,113.0,11.0
39.75,114.0,11.0
40.0,114.0,11.0
40.25,114.0,11.0
40.5,114.0,10.0
40.75,113.0,10.0
41.0,113.0,10.0
41.25,113.0,10.0
41.5,113.0,10.0
41.75,111.0,10.0
42.0,111.0,10.0
42.25,112.0,10.0
42.5,112.0,10.0
42.75,112.0,10.0
43.0,113.0,10.0
43.25,113.0,10.0
43.5,112.0,10.0
43.75,112.0,10.0
44.0,113.0,11.0
44.25,113.0,11.0
44.5,114.0,11.0
44.75,114.0,11.0
45.0,114.0,10.0
45.25,114.0,10.0
45.5,115.0,10.0
45.75,115.0,10.0
46.0,115.0,10.0
46.25,115.0,10.0
46.5,115.0,10.0
46.75,115.0,10.0
47.0,115.0,11.0
47.25,115.0,11.0
47.5,116.0,11.0
47.75,116.0,11.0
48.0,115.0,11.0
48.25,115.0,11.0
48.5,115.0,11.0
48.75,115.0,11.0
49.0,115.0,11.0
49.25,115.0,11.0
49.5,115.0,11.0
49.75,115.0,11.0
50.0,115.0,11.0
50.25,115.0,11.0
50.5,115.0,12.0
50.75,114.0,12.0
51.0,114.0,12.0
51.25,115.0,12.0
51.5,115.0,12.0
51.75,115.0,12.0
52.0,115.0,13.0
52.25,116.0,13.0
52.5,116.0,13.0
52.75,116.0,13.0
53.0,116.0,13.0
53.25,116.0,13.0
53.5,116.0,14.0
53.75,117.0,14.0
54.0,117.0,14.0
54.25,118.0,14.0
54.5,118.0,14.0
54.75,118.0,14.0
55.0,118.0,14.0
55.25,119.0,14.0
55.5,119.0,15.0
55.75,119.0,15.0
56.0,119.0,17.0
56.25,118.0,17.0
56.5,118.0,20.0
56.75,119.0,20.0
57.0,119.0,20.0
57.25,119.0,20.0
57.5,119.0,20.0
57.75,119.0,20.0
58.0,119.0,21.0
58.25,120.0,21.0
58.5,120.0,21.0
58.75,120.0,21.0
59.0,120.0,21.0
59.25,120.0,21.0
59.5,120.0,22.0
59.75,120.0,22.0
60.0,120.0,24.0
60.25,119.0,24.0
60.5,119.0,25.0
60.75,119.0,25.0
61.0,119.0,26.0
61.25,118.0,26.0
61.5,118.0,29.0
61.75,118.0,29.0
62.0,118.0,32.0
62.25,118.0,32.0
62.5,117.0,33.0
62.75,117.0,33.0
63.0,115.0,32.0
63.25,115.0,32.0
63.5,113.0,31.0
63.75,113.0,31.0
64.0,114.0,31.0
64.25,114.0,31.0
64.5,114.0,31.0
64.75,114.0,31.0
65.0,114.0,31.0
65.25,114.0,31.0
65.5,116.0,32.0
65.75,116.0,32.0
66.0,116.0,32.0
66.25,116.0,32.0
66.5,117.0,33.0
66.75,117.0,33.0
67.0,117.0,33.0
67.25,117.0,33.0
67.5,0.0,33.0
67.75,0.0,33.0
68.0,0.0,33.0
68.25,0.0,33.0
68.5,0.0,33.0
68.75,0.0,33.0
69.0,0.0,33.0
69.25,0.0,33.0
69.5,0.0,33.0
69.75,0.0,33.0
70.0,0.0,33.0
70.25,0.0,33.0
70.5,0.0,33.0
70.75,0.0,33.0
71.0,0.0,33.0
71.25,110.0,33.0
71.5,110.0,34.0
71.75,110.0,34.0
72.0,110.0,34.0
72.25,110.0,34.0
72.5,111.0,32.0
