t_sec,FHR,UC
0.0,138.0,83.5
0.25,138.5,82.0
0.5,138.5,82.5
0.75,138.0,84.5
1.0,138.0,82.0
1.25,138.5,81.5
1.5,139.25,80.5
1.75,139.25,80.0
2.0,139.75,79.5
2.25,139.75,78.0
2.5,140.25,77.0
2.75,140.25,77.5
3.0,140.0,79.0
3.25,140.0,77.0
3.5,139.75,76.0
3.75,139.75,75.0
4.0,140.0,74.5
4.25,139.75,73.5
4.5,139.75,72.5
4.75,140.0,72.0
5.0,140.0,73.0
5.25,0.0,72.5
5.5,0.0,71.0
5.75,0.0,69.5
6.0,0.0,69.5
6.25,0.0,69.0
6.5,0.0,68.0
6.75,0.0,66.5
7.0,0.0,67.0
7.25,0.0,67.0
7.5,0.0,66.0
7.75,0.0,65.0
8.0,0.0,64.0
8.25,0.0,63.0
8.5,0.0,63.0
8.75,0.0,62.0
9.0,0.0,60.5
9.25,0.0,59.5
9.5,142.5,59.0
9.75,142.5,58.0
10.0,142.75,57.5
10.25,142.75,57.5
10.5,143.0,58.0
10.75,143.0,56.5
11.0,143.0,55.5
11.25,143.0,55.0
11.5,143.0,55.0
11.75,143.0,54.5
12.0,143.0,54.0
12.25,143.0,53.5
12.5,143.0,53.0
12.75,143.0,53.0
13.0,142.75,53.0
13.25,142.75,52.5
13.5,142.75,52.0
13.75,143.0,51.5
14.0,143.0,51.5
14.25,142.0,50.5
14.5,141.75,49.5
14.75,141.75,48.5
15.0,141.5,48.5
15.25,141.5,48.5
15.5,141.5,47.5
15.75,141.5,47.0
16.0,141.5,46.5
16.25,141.75,46.0
16.5,141.75,45.5
16.75,142.0,44.0
17.0,142.0,43.0
17.25,142.0,43.5
17.5,143.0,44.0
17.75,143.0,43.0
18.0,142.75,42.5
18.25,143.25,42.5
18.5,143.25,41.5
18.75,143.75,40.5
19.0,143.75,40.0
19.25,144.0,40.0
19.5,143.75,40.0
19.75,143.75,40.5
20.0,144.5,39.5
20.25,144.5,39.0
20.5,144.75,38.5
20.75,144.75,38.5
21.0,144.75,37.5
21.25,144.5,37.0
21.5,144.5,36.5
21.75,144.0,36.0
22.0,143.5,36.0
22.25,143.5,36.5
22.5,143.25,36.0
22.75,143.25,35.0
23.0,143.0,34.5
23.25,142.75,34.5
23.5,142.75,33.5
23.75,142.75,33.0
24.0,142.75,32.5
24.25,143.0,31.5
24.5,142.75,32.5
24.75,142.75,32.5
25.0,142.5,31.5
25.25,142.5,31.0
25.5,142.75,31.0
25.75,142.75,30.5
26.0,142.75,29.5
26.25,142.75,29.0
26.5,142.75,29.0
26.75,142.75,28.0
27.0,142.75,28.5
27.25,143.25,28.5
27.5,143.25,28.0
27.75,143.25,27.5
28.0,144.0,27.0
28.25,143.5,26.5
28.5,143.5,26.0
28.75,143.5,26.0
29.0,143.5,25.0
29.25,143.75,24.0
29.5,144.25,25.0
29.75,144.25,25.5
30.0,143.75,24.5
30.25,143.75,24.0
30.5,144.25,24.0
30.75,144.25,24.0
31.0,144.0,23.0
31.25,144.5,22.5
31.5,144.5,23.0
31.75,144.0,23.0
32.0,144.25,22.5
32.25,144.25,22.5
32.5,143.75,22.0
32.75,143.75,22.0
33.0,144.0,21.0
33.25,143.5,20.0
33.5,143.5,20.0
33.75,143.25,20.5
34.0,143.25,20.0
34.25,143.0,20.0
34.5,142.5,20.0
34.75,142.5,20.0
35.0,143.25,20.0
35.25,143.25,19.0
35.5,142.75,18.5
35.75,142.75,19.0
36.0,142.75,19.5
36.25,143.25,19.0
36.5,143.25,19.0
36.75,143.0,19.0
37.0,143.0,19.0
37.25,144.0,18.5
37.5,144.0,18.0
37.75,144.0,18.0
38.0,144.5,18.0
38.25,144.25,18.5
38.5,144.25,18.5
38.75,144.75,18.0
39.0,144.75,18.0
39.25,145.0,18.5
39.5,145.0,18.5
39.75,145.0,18.0
40.0,145.0,18.0
40.25,145.0,18.0
40.5,144.25,18.5
40.75,144.5,19.0
41.0,144.5,19.0
41.25,144.0,19.0
41.5,144.0,19.0
41.75,144.0,19.0
42.0,143.5,18.5
42.25,143.5,18.5
42.5,143.5,19.0
42.75,143.5,19.0
43.0,143.25,20.0
43.25,143.25,19.5
43.5,142.75,20.0
43.75,142.75,20.0
44.0,142.75,21.0
44.25,142.0,21.0
44.5,142.0,20.5
44.75,142.25,21.0
45.0,141.75,22.0
45.25,141.75,23.0
45.5,142.0,22.0
45.75,142.0,22.5
46.0,142.0,23.0
46.25,142.25,23.5
46.5,142.25,24.0
46.75,142.0,24.0
47.0,142.0,23.5
47.25,142.0,23.5
